TITLE,Raman_scatter
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/10/31
TIME,08:43:35
SPECTROMETER/DATA SYSTEM,
LOCALE,1037
RESOLUTION,
DELTAX,0.5
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  365.0000
LASTX,  430.0000
NPOINTS,     131
FIRSTY,    23.87020
MAXY,   867.12329
MINY,     2.20449
XYDATA
365.0000,23.8702
365.5000,23.7762
366.0000,23.1604
366.5000,23.1198
367.0000,22.8828
367.5000,23.3492
368.0000,23.7817
368.5000,24.1161
369.0000,23.9844
369.5000,23.4604
370.0000,23.8656
370.5000,23.9344
371.0000,23.5916
371.5000,23.0653
372.0000,22.5928
372.5000,22.3117
373.0000,22.1588
373.5000,21.705
374.0000,20.8284
374.5000,20.1969
375.0000,19.4639
375.5000,19.392
376.0000,18.3703
376.5000,17.6092
377.0000,17.0441
377.5000,16.8139
378.0000,16.2032
378.5000,16.1451
379.0000,15.3533
379.5000,14.8392
380.0000,14.656
380.5000,13.8693
381.0000,13.4708
381.5000,12.8079
382.0000,12.1722
382.5000,11.9526
383.0000,12.1122
383.5000,12.1874
384.0000,11.9935
384.5000,12.8811
385.0000,14.85
385.5000,16.951
386.0000,19.4402
386.5000,24.5965
387.0000,30.7183
387.5000,42.2708
388.0000,55.9441
388.5000,70.3377
389.0000,94.6948
389.5000,116.868
390.0000,152.337
390.5000,188.916
391.0000,230.912
391.5000,287.104
392.0000,330.257
392.5000,394.183
393.0000,454.496
393.5000,512.575
394.0000,583.196
394.5000,631.954
395.0000,695.202
395.5000,746.999
396.0000,789.39
396.5000,827.951
397.0000,850.511
397.5000,867.123
398.0000,866.093
398.5000,854.144
399.0000,830.054
399.5000,796.045
400.0000,758.926
400.5000,709.91
401.0000,653.597
401.5000,586.591
402.0000,527.405
402.5000,463.111
403.0000,391.924
403.5000,343.396
404.0000,282.034
404.5000,236.969
405.0000,191.541
405.5000,150.108
406.0000,122.956
406.5000,97.4055
407.0000,80.0495
407.5000,64.3755
408.0000,51.561
408.5000,43.1275
409.0000,35.7427
409.5000,31.1099
410.0000,27.4259
410.5000,23.5945
411.0000,21.3796
411.5000,18.8298
412.0000,17.0676
412.5000,15.2942
413.0000,13.9845
413.5000,12.2104
414.0000,10.6545
414.5000,9.51117
415.0000,8.71475
415.5000,7.47744
416.0000,6.87068
416.5000,6.03992
417.0000,5.70371
417.5000,5.20201
418.0000,4.62308
418.5000,4.18094
419.0000,3.75677
419.5000,3.57731
420.0000,3.20103
420.5000,2.94328
421.0000,2.87912
421.5000,2.84834
422.0000,2.71052
422.5000,2.83639
423.0000,2.6654
423.5000,2.58481
424.0000,2.54828
424.5000,2.48641
425.0000,2.50197
425.5000,2.38611
426.0000,2.31917
426.5000,2.23744
427.0000,2.24936
427.5000,2.20449
428.0000,2.24968
428.5000,2.22031
429.0000,2.33678
429.5000,2.39583
430.0000,2.26796

##### Extended Information
[Comments]
Sample name,Raman_scatter
Comment
Username
Division
Organization,Rupin

[Detailed Information]
Creation date,31/10/2024 09:43

Data array type,Linear data array
Horizontal axis,Wavelength [nm]
Vertical axis,Int.
Start,365 nm
End,430 nm
Data interval,0.5 nm
Data points,131     

[Measurement Information]
Model name,FP-8350
Serial No.,C007962080
  Ex filter holder,None
  Em filter holder,None

Accessory,SCE-146
Accessory S/N,C007962080
  Attachment,Standard Cell Block
  Cell type,10 mm Rectangular Cell

Measurement date,31/10/2024 09:43

Mode,Emission
Ex bandwidth,5 nm
Em bandwidth,5 nm
Response,0.1 sec
Sensitivity,High
Measurement range,365 - 430 nm
Data interval,0.5 nm
Ex wavelength,350.0 nm
Scan speed,2000 nm/min
No. of cycles,1
Auto gain,Off
Shutter control,Open only for measurement
Light source,Xe lamp
Filter,Stop scan for exchanging filter
Auto Zero control,On
Blank correction,Off

