Wavelength (nm),Blank1,F564,F565,F576,F577,F570,F571,F600,F568,F569,F582,F603,F603b
415.5,-0.000327,0.000217,0.000453,0.002421,0.000493,0.000263,0.002273,0.000352,-0.000322,-0.001403,0.001405,0.000061,0.003059
415,0.000137,0.000378,0.000172,0.001561,0.000536,0.00102,0.002901,0.00072,0.000165,-0.000563,0.002163,0.00105,0.003795
414.5,-0.000132,0.000339,0.000564,0.002533,0.001024,0.00055,0.003184,0.001944,0.000022,-0.000684,0.001981,0.000628,0.003341
414,-0.000288,0.000028,0.000033,0.001734,0.000001,-0.000012,0.002794,0.000903,-0.000269,-0.000558,0.001782,0.000465,0.003171
413.5,-0.000345,0.000493,0.000623,0.002594,0.000343,0.000466,0.002455,0.000886,-0.000279,-0.00027,0.001141,0.000773,0.002916
413,0.000248,0.000452,0.000456,0.00226,0.000118,0.001327,0.002891,0.00109,-0.000447,-0.001153,0.000722,0.000048,0.002512
412.5,-0.000974,-0.000032,-0.000498,0.001209,0.000561,0.000413,0.002879,0.000409,0.00026,-0.000623,0.001825,0.000385,0.002815
412,-0.000155,-0.000029,0.000096,0.002411,0.000002,0.001068,0.002892,0.00087,-0.000443,-0.000352,0.001465,0.001168,0.003214
411.5,-0.001022,-0.000068,0.000052,0.002354,0.000435,0.000515,0.002856,0.000443,0.000181,-0.00013,0.001243,0.00032,0.003013
411,0.000616,0.00032,0.000747,0.002499,0.00009,0.000785,0.003257,0.000616,0.00044,-0.000071,0.001667,0.00048,0.003668
410.5,-0.000149,-0.000452,-0.000341,0.002435,0.000665,0.001318,0.002815,0.00096,-0.000378,-0.001182,0.000927,0.000197,0.00298
410,0.000729,0.000953,0.00049,0.0019,0.000215,0.000944,0.002675,0.001949,-0.000029,-0.001052,0.001551,0.000791,0.003086
409.5,-0.000137,0.000348,0.000284,0.001914,0.000574,-0.000363,0.002422,0.001196,0.000665,-0.000445,0.002191,0.000361,0.003265
409,0.000106,0.000794,0.00064,0.00082,-0.000347,0.000811,0.002482,0.000694,0.000946,-0.000554,0.001324,0.000454,0.002624
408.5,0.00034,0.001178,-0.00047,0.001182,-0.000195,0.000626,0.00154,0.001914,0.000067,0.000607,0.001359,0.00062,0.002996
408,0.000572,0.000838,0.000942,0.002106,0.00057,0.001085,0.003102,0.001422,0.000362,-0.001156,0.001783,0.000753,0.002985
407.5,0.000457,-0.000288,-0.000082,0.00248,0.000497,0.000359,0.002985,-0.000308,-0.000081,-0.000949,0.001448,0.000059,0.002654
407,0.000851,0.001588,0.000935,0.001568,0.000798,0.000772,0.001723,0.001116,0.000726,-0.000451,0.000815,0.000547,0.003095
406.5,-0.000237,0.00066,0.00032,0.002017,0.000588,0.000075,0.002667,0.001586,0.000629,-0.0001,0.001489,0.000711,0.002814
406,0.000952,0.001015,0.001465,0.00177,0.000231,0.000748,0.002351,0.00043,0.000724,-0.000293,0.00159,0.000985,0.003059
405.5,-0.000197,0.000324,0.000016,0.002683,0.00058,0.000873,0.003286,-0.000055,-0.000036,-0.000893,0.001754,0.00047,0.003926
405,-0.00007,0.000079,0.00068,0.001695,-0.000228,0.000242,0.002336,0.000412,-0.000147,-0.001041,0.001306,0.000375,0.002896
404.5,0.000463,0.000786,0.000664,0.002371,0.000312,0.000869,0.003313,0.00056,0.00018,-0.000029,0.002025,0.000349,0.003501
404,0.00063,0.000879,0.000973,0.001952,0.000586,0.000706,0.00268,0.001233,0.000151,-0.000778,0.002331,0.000952,0.003392
403.5,-0.000114,0.000837,0.000867,0.001478,-0.000248,0.00122,0.003326,0.000721,0.00036,-0.000213,0.001554,0.000765,0.002859
403,-0.000043,0.000303,-0.000041,0.001748,0.000128,0.001496,0.003291,0.001024,-0.000283,-0.001155,0.001646,-0.000858,0.003176
402.5,0.00046,0.000986,0.000705,0.001682,-0.000269,0.000542,0.002147,0.000448,0.000719,0.000082,0.001623,0.000896,0.003242
402,0.000458,0.001548,0.001018,0.001354,0.000749,0.000086,0.002615,0.000873,0.000042,-0.00056,0.001564,0.001018,0.003768
401.5,-0.000651,-0.000294,-0.000099,0.002061,0.000187,0.000125,0.003026,0.001311,0.00045,-0.001206,0.001742,0.000344,0.003612
401,-0.000568,0.000674,0.000014,0.001725,0.000258,0.000292,0.002434,0.00068,0.000286,-0.000964,0.001411,0.000917,0.002679
400.5,0.00079,0.001544,0.001109,0.001527,-0.00003,0.001132,0.001788,0.00044,0.000923,-0.000929,0.001187,0.000329,0.003389
400,0.000345,0.000787,0.001134,0.001789,-0.000219,0.000732,0.003993,0.000144,0.000734,-0.000571,0.001604,0.000139,0.003598
399.5,0.000176,0.001123,0.001176,0.001721,-0.000863,0.000731,0.002225,0.001478,-0.000344,-0.000421,0.001207,-0.000123,0.002363
399,0.000349,0.000915,0.001571,0.002907,0.000805,0.000974,0.003582,0.000393,-0.000152,-0.000854,0.000144,0.000345,0.003144
398.5,-0.000089,0.000393,0.00045,0.00176,0.000327,0.000795,0.003263,0.00061,-0.000647,-0.001943,0.001965,0.00011,0.003239
398,-0.000089,0.000657,0.00008,0.00219,0.000504,0.000183,0.002882,0.001069,0.000127,-0.000126,0.001967,0.000893,0.003326
397.5,-0.000061,0.000957,0.000922,0.001713,0.000017,0.000284,0.002621,0.000696,-0.000042,-0.000667,0.001435,-0.000193,0.003213
397,0.000186,0.000634,0.000617,0.001094,-0.000083,0.001417,0.002992,-0.000513,-0.000258,-0.001077,0.001069,-0.000531,0.002919
396.5,-0.000324,0.000905,0.000573,0.002162,0.000327,0.001452,0.00328,0.000882,0.000591,-0.000474,0.001531,0.0007,0.003486
396,-0.000121,0.000845,0.001133,0.001961,0.000464,0.000771,0.003261,0.000529,-0.000029,-0.001455,0.001826,0.000592,0.003219
395.5,-0.000873,0.000765,0.000575,0.002083,0.000643,0.000819,0.003345,0.000911,-0.000166,-0.001156,0.001536,0.000364,0.00296
395,-0.00039,0.000717,0.000348,0.001669,-0.000132,0.001169,0.003556,0.000729,0.000241,-0.000766,0.002585,0.000591,0.002873
394.5,0.000225,0.001211,0.000361,0.002138,0.000006,0.001165,0.002857,0.000954,0.00034,-0.000312,0.001102,0.000677,0.003845
394,0.000813,0.000673,0.000744,0.001962,0.000333,0.000906,0.003277,0.00082,0.000017,-0.000742,0.001157,-0.000048,0.002966
393.5,-0.000248,-0.000469,0.000823,0.002869,0.000823,0.001006,0.002628,0.00016,0.000764,0.00001,0.001406,0.000222,0.002445
393,-0.000312,0.000424,0.000344,0.001937,0.00082,0.001098,0.003064,0.000716,0.000642,-0.000774,0.002438,0.001644,0.004642
392.5,-0.000059,0.000602,0.000436,0.002025,0.000574,0.000501,0.002087,0.000644,0.000181,-0.000445,0.001419,0.000458,0.003265
392,-0.000168,0.000567,0.000304,0.002034,0.000518,0.001146,0.002754,0.000392,0.000887,-0.000328,0.002057,0.000576,0.003618
391.5,-0.000472,0.00011,0.000705,0.002494,0.000685,0.000391,0.002506,0.000416,0.000415,-0.001339,0.001384,-0.000022,0.003748
391,-0.00026,0.000179,-0.000033,0.002169,0.000119,0.000132,0.003135,0.001055,0.000766,-0.000401,0.001722,0.000219,0.003208
390.5,0.000198,0.000095,-0.000017,0.001652,0.000224,0.000207,0.002781,0.002469,-0.000206,-0.000377,0.001368,0.000993,0.004271
390,-0.000593,-0.000055,0.000365,0.001359,0.00032,0.00084,0.002141,-0.000007,0.000433,-0.000717,0.00266,0.001992,0.004552
389.5,-0.00043,0.000457,-0.000259,0.001541,-0.000545,0.00031,0.002159,0.000499,0.000667,-0.001015,0.002199,0.001043,0.003271
389,-0.000535,0.000095,0.000135,0.001243,-0.000698,0.000815,0.002725,0.000994,0.000004,-0.000893,0.002174,0.000846,0.003615
388.5,0.000498,0.000685,0.000254,0.001599,0.000077,0.000088,0.002964,0.000338,0.000078,-0.000729,0.002622,0.00021,0.003764
388,0.000439,0.00115,0.000999,0.001821,0.000809,0.001467,0.003329,0.00096,-0.00034,-0.000431,0.001903,0.000453,0.003469
387.5,0.000392,0.001211,0.000788,0.002612,0.000455,0.000309,0.002149,0.000773,0.000451,-0.000457,0.001168,0.000294,0.003009
387,-0.00001,0.001286,0.001202,0.00054,-0.000442,0.001513,0.003839,0.001261,0.000368,-0.001247,0.001478,0.000241,0.003211
386.5,-0.000546,0.000471,0.000462,0.003133,0.001118,0.00092,0.002798,0.000774,0.001099,0.000798,0.000891,-0.000008,0.003258
386,0.000309,0.000938,-0.00004,0.00212,0.000302,0.000299,0.003768,0.001128,-0.001184,-0.001065,0.001973,0.000723,0.003331
385.5,-0.000318,0.000514,0.000825,0.003091,-0.000069,0.001111,0.003732,0.000759,0.000126,-0.000348,0.001388,-0.000292,0.0025
385,0.000254,0.000152,-0.000119,0.001816,0.000518,0.000187,0.003385,0.001391,0.000277,-0.00053,0.002036,0.000971,0.003523
384.5,0.000352,0.001054,0.001016,0.003088,0.000801,0.001696,0.004142,0.00095,-0.000881,-0.001686,0.002379,0.000975,0.003695
384,-0.000156,0.000756,0.001115,0.002664,0.000809,0.001852,0.003691,0.000296,0.000051,-0.000536,0.00194,0.000323,0.003059
383.5,-0.000722,0.000495,-0.000063,0.001803,0.001223,0.000237,0.003458,0.000706,0.001158,0.000455,0.002399,0.000662,0.004157
383,0.000994,0.000877,0.001334,0.0013,-0.000969,-0.000018,0.003325,0.000945,-0.00037,-0.000761,0.001437,-0.000058,0.003335
382.5,0.000313,0.000539,0.001258,0.00235,-0.000094,0.001142,0.003642,0.000932,0.000857,-0.000147,0.003187,0.001249,0.003877
382,0.000236,0.000739,0.000782,0.001422,0.000197,0.000449,0.003202,0.001054,-0.000215,-0.00129,0.003169,0.000714,0.003811
381.5,0.000835,0.001184,0.001434,0.001416,-0.000258,0.001835,0.003006,0.000911,-0.000212,-0.000072,0.002308,0.001421,0.004821
381,0.000407,0.001014,0.00101,0.00194,0.000457,0.001715,0.003782,0.001504,0.000557,-0.00093,0.002167,0.001751,0.00419
380.5,0.000069,0.001095,0.000529,0.002557,0.000966,0.000045,0.00354,0.000572,0.001298,-0.000204,0.002031,0.001496,0.003575
380,0.000019,0.000613,0.000706,0.002347,0.000491,0.001214,0.00327,0.000988,-0.000592,-0.000896,0.002713,0.000843,0.003989
379.5,0.000054,0.001769,0.002001,0.003349,0.000855,0.000692,0.004256,0.001014,-0.000214,-0.000366,0.001867,0.000804,0.003891
379,-0.000123,0.000627,0.000813,0.002295,-0.000135,0.000603,0.003641,0.0019,0.000109,-0.001188,0.001527,0.000556,0.003502
378.5,0.000038,0.00071,0.000704,0.002019,0.000001,0.000476,0.003167,0.001102,0.000369,-0.0012,0.001598,0.001032,0.00395
378,-0.000094,-0.000759,0.00004,0.002294,0.000334,0.000171,0.002554,0.000688,-0.000223,-0.00073,0.001824,0.00104,0.003118
377.5,-0.000142,0.000126,0.000752,0.001853,0.001174,0.000394,0.003304,0.000915,-0.000621,-0.000115,0.001589,0.000778,0.003969
377,0.001224,0.000861,0.001694,0.002001,-0.000554,-0.00004,0.002576,0.000626,-0.000784,-0.001104,0.001552,0.000956,0.004324
376.5,0.000086,0.000085,0.000473,0.002197,0.00043,0.000426,0.003652,0.001734,-0.000773,-0.00012,0.001732,0.000043,0.003835
376,-0.00077,0.000537,0.000811,0.002187,0.001367,0.001418,0.003748,-0.000136,-0.00004,-0.000201,0.001888,-0.000044,0.004132
375.5,0.000235,0.001214,0.001991,0.002383,0.000449,0.000851,0.003645,0.000801,0.0005,-0.00119,0.001782,0.001391,0.00449
375,0.000006,0.000616,0.000437,0.002298,0.000785,0.001039,0.003614,0.00013,-0.001036,-0.000798,0.001053,-0.000448,0.003185
374.5,0.000204,0.000236,0.000602,0.001449,-0.000683,0.001299,0.003079,0.001599,-0.000221,-0.001205,0.002671,0.000448,0.003846
374,0.000371,0.001347,0.0013,0.00307,-0.000022,0.001151,0.003604,-0.00079,-0.001535,-0.002074,0.001632,0.000659,0.002894
373.5,-0.000177,0.000983,0.000714,0.002697,0.000482,0.000644,0.00407,0.000701,0.00146,-0.000218,0.002524,0.000541,0.00432
373,-0.000547,0.000104,0.000695,0.001425,-0.000908,0.000488,0.00437,0.000974,0.001214,-0.000447,0.002534,0.000821,0.003223
372.5,-0.000382,0.00034,0.000699,0.002856,-0.000085,0.000015,0.003632,0.000988,0.001419,-0.00102,0.00192,0.000975,0.003878
372,-0.000303,0.000236,0.001921,0.002124,0.000537,0.001822,0.004391,0.001622,0.000629,0.000995,0.001669,0.000961,0.003473
371.5,-0.00108,0.000513,0.000625,0.00146,0.000253,0.000794,0.00354,0.002007,0.00053,-0.000752,0.002486,0.001455,0.003884
371,-0.000278,0.001836,0.002094,0.002001,0.000801,0.000722,0.004084,0.00031,-0.000276,-0.001063,0.002068,-0.000005,0.003112
370.5,-0.000647,-0.000059,-0.001101,0.00188,-0.00019,0.000471,0.003069,0.001396,-0.000145,-0.00201,0.000871,0.000249,0.004297
370,0.000012,0.000566,0.000733,0.002766,0.001238,0.00049,0.004101,0.001019,0.000114,-0.000826,0.002009,0.001124,0.004221
369.5,0.000913,0.001334,0.000822,0.002112,0.000035,0.000855,0.004594,0.000729,-0.000565,-0.000969,0.002481,0.000852,0.004178
369,-0.00053,-0.000106,0.001301,0.002693,0.000246,-0.000207,0.002594,0.002842,0.000113,-0.00121,0.00098,0.000355,0.003976
368.5,-0.000572,-0.000137,0.000584,0.002524,0.001591,0.001468,0.003011,0.001244,-0.000206,-0.000725,0.002133,0.000948,0.004804
368,0.000015,0.000874,0.000808,0.002455,0.000923,0.000784,0.002241,0.001523,-0.000277,-0.000622,0.001058,0.000927,0.004368
367.5,0.000237,0.001665,0.00209,0.003502,0.000272,0.001222,0.003411,0.001242,-0.000471,-0.001139,0.002292,0.000167,0.004093
367,0.000528,0.000511,0.000749,0.00308,0.000142,0.0013,0.003325,0.000855,0.000313,-0.000612,0.001269,-0.000195,0.002712
366.5,0.000138,0.000456,0.001056,0.00239,-0.000146,0.001313,0.003633,0.000216,-0.000129,0.000471,0.001294,-0.000068,0.004123
366,0.000785,0.000687,0.000778,0.00307,0.001201,0.00128,0.003475,0.001266,0.000625,-0.00014,0.001179,0.000253,0.003575
365.5,0.000135,0.000445,0.000818,0.002191,-0.000487,0.000453,0.003744,0.000558,-0.000461,0.000115,0.002234,0.000538,0.003951
365,-0.000989,0.000327,0.000916,0.002362,0.000328,0.000229,0.003177,0.000911,0.000108,-0.000835,0.001715,0.000039,0.003524
364.5,-0.000376,0.000678,0.001247,0.002878,0.000991,0.000883,0.003338,0.001266,0.000451,-0.000579,0.001818,0.000187,0.00335
364,0.00022,0.000486,0.000016,0.002498,0.000492,0.000462,0.002981,0.001137,0.000806,0.000182,0.001593,0.000522,0.003562
363.5,-0.00075,0.000215,0.00027,0.002839,0.000892,0.000901,0.003887,0.000737,0.000192,0.000162,0.001783,0.000766,0.004424
363,-0.000086,-0.000106,0.000648,0.001403,-0.000175,0.000311,0.004434,0.000927,0.001164,0.000246,0.001259,0.000524,0.003453
362.5,0.000189,0.000682,0.001062,0.002042,0.000619,0.000561,0.003729,0.000912,0.000287,-0.001057,0.001324,-0.000077,0.003522
362,-0.000192,0.000302,0.00076,0.002107,0.00025,0.001385,0.003768,0.000683,0.000011,-0.000985,0.002505,0.000709,0.003958
361.5,0.000956,0.001204,0.001455,0.00284,0.00061,0.000949,0.003866,0.000374,0.000882,-0.000241,0.001388,0.000432,0.004176
361,-0.00108,0.000299,0.001134,0.00299,0.001637,0.001068,0.003359,0.001106,0.000921,0.000167,0.001694,0.001167,0.003856
360.5,-0.000261,-0.000658,0.000764,0.001953,0.000227,0.00166,0.003533,0.000611,0.000118,-0.000889,0.002456,0.001297,0.004715
360,0.000237,0.001086,0.001759,0.002734,0.000616,0.000956,0.003639,0.001489,-0.000831,-0.000582,0.001955,0.000008,0.00385
359.5,0.000623,0.001405,0.001101,0.00115,-0.000467,0.001481,0.004069,0.001711,0.000051,-0.000636,0.002391,0.000822,0.004137
359,0.000569,0.001241,0.001204,0.002987,0.000629,0.00122,0.004657,0.001031,-0.00007,0.000211,0.001904,0.000773,0.004233
358.5,-0.000735,0.0003,0.000595,0.002972,0.000436,0.000192,0.003194,0.001017,0.000313,-0.000754,0.004078,0.002202,0.005666
358,0.000298,0.001016,0.001119,0.003169,0.000812,0.001137,0.003667,0.001421,0.000991,-0.000501,0.002516,0.00159,0.004767
357.5,0.000322,0.000529,0.00089,0.002706,0.001206,0.001064,0.003404,0.001562,0.000932,-0.001158,0.001955,0.000738,0.004162
357,-0.000335,0.000152,0.000965,0.001286,-0.000304,0.002099,0.00443,0.001095,0.001232,-0.000509,0.002269,0.000965,0.005013
356.5,-0.000149,0.000994,0.001116,0.001063,-0.00019,0.00129,0.004456,0.001806,-0.00066,-0.000976,0.001537,0.000047,0.003654
356,-0.001802,-0.000382,0.0002,0.002532,0.000745,0.000939,0.004662,0.002335,-0.000055,-0.000803,0.001664,0.000807,0.003894
355.5,-0.000189,0.000561,0.001275,0.002096,0.00081,0.000438,0.002889,0.001173,0.001432,-0.000706,0.001117,0.000336,0.003696
355,0.000368,0.001413,0.0013,0.001302,0.000602,0.001301,0.004544,0.002769,0.000161,0.000143,0.0013,0.000189,0.004605
354.5,-0.000037,0.001423,0.001186,0.003522,0.001442,0.001711,0.004531,0.001635,0.000298,-0.000476,0.002806,0.001529,0.004825
354,0.000562,0.001477,0.001135,0.002186,-0.000483,0.001107,0.004083,0.001452,0.000793,0.000415,0.001575,0.000501,0.003909
353.5,-0.000134,0.000727,0.000315,0.003041,0.001007,0.00056,0.003451,0.002229,0.001107,0.000413,0.002313,0.00119,0.005059
353,-0.001446,-0.000277,-0.000247,0.001947,0.000698,0.000456,0.00411,0.0005,0.000246,0.000278,0.002417,0.000919,0.0054
352.5,-0.000322,0.000137,0.000591,0.004256,0.001136,0.000485,0.004298,0.001861,0.000501,-0.000144,0.001596,0.000758,0.004532
352,0.001752,0.001369,0.002179,0.003076,0.00079,0.00182,0.004752,0.001709,0.000151,-0.000146,0.00108,0.000649,0.004888
351.5,-0.000516,0.00027,0.000407,0.002082,0.000091,0.001077,0.005291,0.001506,0.000399,-0.000587,0.002798,0.000487,0.00454
351,-0.001022,0.000278,-0.000031,0.001974,0.000861,0.001975,0.005211,0.000879,-0.000392,-0.001547,0.002689,0.000718,0.00566
350.5,-0.0006,0.000775,0.000864,0.002115,0.001686,0.00175,0.004522,0.001187,0.000399,-0.000182,0.001601,0.000723,0.003373
350,-0.000394,0.000105,0.001154,0.002764,0.000149,0.001756,0.00456,0.003384,0.000408,-0.000679,0.002773,0.002506,0.005457
349.5,0.000617,0.001464,0.001408,0.002294,0.000662,0.001459,0.004452,0.002074,0.000459,-0.000598,0.002462,0.000821,0.004652
349,0.000831,0.001292,0.001896,0.003622,0.000511,0.001599,0.004379,0.000527,0.000137,-0.001493,0.002079,0.000584,0.004381
348.5,0.000385,0.000499,0.000579,0.002947,0.00035,0.000262,0.003902,0.001795,0.00025,-0.000647,0.003973,0.001533,0.005619
348,0.000069,0.000941,0.001581,0.002976,0.000494,0.001983,0.00484,0.000875,0.00203,0.000133,0.00253,0.001278,0.004809
347.5,-0.000481,-0.000338,0.000148,0.003167,0.001059,0.001084,0.004991,0.000606,0.000946,0.001503,0.003216,0.000815,0.004803
347,0.00051,0.000589,0.001489,0.002609,0.000624,0.001992,0.004705,0.000423,0.000152,-0.00056,0.002403,0.001312,0.004574
346.5,-0.000544,0.001232,0.001965,0.001777,0.000836,0.000789,0.003537,0.000776,0.000459,0.000508,0.002201,0.000421,0.004299
346,-0.000377,0.001337,0.001997,0.002062,0.000631,0.00145,0.00452,0.001065,0.001236,0.000617,0.002455,0.001024,0.004892
345.5,0.000288,0.000701,0.001151,0.00198,0.000874,0.001225,0.004167,0.001027,0.001456,0.001973,0.002764,0.001316,0.005258
345,-0.001208,0.000368,0.000336,0.002476,0.001146,-0.000003,0.003606,0.001621,0.000084,-0.001032,0.003028,0.000888,0.004887
344.5,-0.000068,0.001568,0.001642,0.003036,0.001133,0.00095,0.004625,0.001693,-0.000473,0.000029,0.003274,0.001638,0.005828
344,-0.000063,0.00101,0.000779,0.003026,0.001592,0.00121,0.005247,0.000442,-0.000008,-0.000817,0.000589,0.000287,0.004416
343.5,0.001013,-0.000087,0.000644,0.002028,0.000798,0.000933,0.003786,0.001187,0.000488,-0.000362,0.002836,0.000608,0.005322
343,0.000475,0.001389,0.00209,0.002599,0.000644,0.000869,0.004075,0.001692,0.000992,-0.000174,0.001397,0.000711,0.004975
342.5,0.000238,0.000326,0.001424,0.001934,0.000291,0.000826,0.003399,0.00196,-0.000929,-0.00122,0.00375,0.00091,0.006044
342,-0.000725,-0.000118,0.000786,0.001451,0.000889,0.002001,0.004858,0.002699,-0.000403,-0.001207,0.003016,0.000364,0.004528
341.5,-0.001023,0.00016,0.001479,0.00281,0.000471,0.002006,0.00447,0.000731,0.000697,0.000196,0.001745,0.000922,0.004316
341,-0.001227,0.000265,0.001226,0.002089,0.000936,0.000826,0.004759,0.001121,-0.000026,-0.000055,0.000923,0.000459,0.004457
340.5,0.000586,0.001622,0.002309,0.00264,0.0001,0.002727,0.006292,0.001517,0.000145,-0.001033,0.001472,0.000221,0.005118
340,0.001246,0.001063,0.002027,0.003876,0.001694,0.002374,0.004766,0.000586,0.00177,-0.001099,0.002301,0.001571,0.005655
339.5,0.000138,0.0016,0.001176,0.002835,0.001926,0.001552,0.004971,0.001814,0.000321,-0.001304,0.002031,-0.000184,0.004836
339,0.000734,0.0021,0.001884,0.002341,0.000899,0.002579,0.005361,0.002286,0.001375,0.000234,0.002542,0.001524,0.005846
338.5,0.000907,0.000757,0.002165,0.002584,0.000512,0.002825,0.005872,0.002789,0.000579,-0.000869,0.00312,0.001364,0.004673
338,0.000523,0.001081,0.001198,0.00375,0.001716,0.002439,0.005067,0.002611,0.000204,-0.000289,0.002573,0.001773,0.004519
337.5,0.00022,0.001264,0.001097,0.001964,0.000256,0.001682,0.00441,0.00202,0.001213,0.00008,0.002773,0.001824,0.00583
337,0.000266,0.001281,0.002065,0.003225,0.002283,0.002353,0.00482,0.00219,0.00105,-0.000906,0.002795,0.001695,0.004994
336.5,0.000189,0.000925,0.001318,0.003116,0.001664,0.000683,0.004597,0.001534,-0.000613,-0.000066,0.002161,0.001527,0.005313
336,0.000149,0.00068,0.001034,0.002017,0.001387,0.001438,0.004844,0.001421,0.001629,-0.000154,0.00277,0.000527,0.00513
335.5,-0.00018,0.001651,0.001933,0.001862,0.000035,0.001122,0.004458,0.001999,0.000788,-0.001006,0.002815,0.001466,0.005003
335,-0.000029,0.000513,0.001756,0.002693,0.000727,0.001435,0.005397,0.00175,0.000941,0.000097,0.002399,0.001153,0.004726
334.5,-0.000485,0.000411,0.000889,0.00255,-0.000903,0.001493,0.005254,0.00131,0.001077,-0.000257,0.002141,0.001167,0.00435
334,0.000191,0.001818,0.002128,0.00229,0.000374,0.001036,0.004902,0.001659,0.001116,-0.000206,0.001759,0.000469,0.004386
333.5,0.000059,0.001262,0.001564,0.003049,0.001141,0.001132,0.004509,0.001839,0.00018,-0.000078,0.002428,0.001514,0.005473
333,-0.00045,0.000398,0.001475,0.002103,0.000698,0.002226,0.004873,0.001714,0.0005,-0.000617,0.002557,0.000398,0.004246
332.5,-0.000438,0.000889,0.000855,0.002821,0.001018,0.002023,0.005033,0.00199,0.000772,-0.000302,0.001995,0.000953,0.005288
332,0.000336,0.000743,0.002081,0.002552,0.000311,0.000187,0.004841,0.001146,0.001333,0.000089,0.003077,0.000676,0.004581
331.5,-0.000812,0.000181,0.000804,0.002448,0.001169,0.001765,0.004993,0.001606,0.001116,0.000319,0.00324,0.001425,0.006054
331,-0.00066,0.00057,0.00205,0.002521,0.001077,0.001938,0.00476,0.001609,0.00036,-0.000523,0.002769,0.001586,0.005226
330.5,-0.000203,0.000669,0.002288,0.004393,0.001898,0.001129,0.005274,0.001725,0.001093,-0.000506,0.002685,0.001953,0.005761
330,0.000363,0.000744,0.00186,0.003672,-0.000321,0.001789,0.005951,0.001406,-0.00049,-0.001331,0.002127,0.001703,0.004784
329.5,0.000793,0.001707,0.002828,0.002672,0.001693,0.002352,0.005174,0.002848,0.001485,0.000536,0.003091,0.002001,0.006119
329,0.000243,0.001126,0.001496,0.00364,0.001918,0.001814,0.005292,0.002454,0.000512,-0.000283,0.002866,0.001173,0.005623
328.5,-0.000559,0.000371,0.001096,0.002518,0.0013,0.000657,0.004758,0.002465,0.000399,0.000249,0.002601,0.001637,0.006125
328,-0.001712,0.000249,0.000582,0.00311,0.001086,0.001734,0.004846,0.001497,0.000596,0.00078,0.003027,0.001746,0.006011
327.5,-0.000145,0.001906,0.002064,0.002604,0.001452,0.001696,0.004918,0.002021,-0.000175,-0.000163,0.002403,0.00133,0.005131
327,-0.000416,0.000808,0.001143,0.003451,0.001253,0.001354,0.004925,0.003318,-0.000842,-0.001004,0.003436,0.002135,0.005954
326.5,0.000705,0.000493,0.001878,0.002894,0.000967,0.001885,0.00618,0.002607,0.000681,0.001151,0.002225,0.00159,0.005349
326,-0.000215,0.001485,0.001763,0.003786,0.001349,0.001796,0.005099,0.002158,0.001092,0.000066,0.001717,0.000436,0.004283
325.5,-0.00039,0.001147,0.00129,0.004498,0.001991,0.001458,0.005909,0.00178,0.000147,-0.000564,0.002594,0.001125,0.005454
325,0.000405,0.001325,0.002175,0.0034,0.001848,0.00131,0.004961,0.001857,0.000164,-0.000756,0.003442,0.002769,0.006079
324.5,-0.000244,0.000929,0.002049,0.002684,0.001069,0.00077,0.004345,0.002615,0.000443,0.000219,0.003821,0.000918,0.006217
324,-0.000207,0.00061,0.001591,0.003889,0.001697,0.001075,0.006056,0.001793,0.000605,-0.000836,0.004885,0.001817,0.006344
323.5,0.000428,0.001553,0.001865,0.002531,0.00092,0.002372,0.006483,0.002205,0.000197,0.000199,0.003165,0.00112,0.005205
323,0.00101,0.001417,0.003008,0.002666,0.000685,0.001944,0.005658,0.00228,0.001056,0.000694,0.002771,0.000695,0.005304
322.5,0.000149,0.001464,0.001755,0.003385,0.001189,0.002999,0.005986,0.002394,0.002049,0.000835,0.003197,0.000915,0.00603
322,-0.000361,0.000817,0.001921,0.003143,0.001138,0.002377,0.006617,0.001927,-0.000504,-0.000388,0.003138,0.002189,0.006415
321.5,-0.000042,0.000994,0.001811,0.003639,0.000826,0.001659,0.005702,0.001518,0.00068,0.000701,0.004048,0.002474,0.006816
321,-0.000352,0.000701,0.00154,0.003869,0.00194,0.001318,0.005849,0.002637,0.000626,-0.000151,0.002198,0.001254,0.004654
320.5,-0.00036,0.001647,0.002473,0.00322,0.002127,0.001254,0.006157,0.001443,0.000649,0.000083,0.00287,0.001758,0.006288
320,-0.00043,0.001773,0.001483,0.00351,0.002173,0.001675,0.00571,0.00227,0.00052,-0.000782,0.002926,0.001355,0.005135
319.5,0.000957,0.00164,0.001795,0.003716,0.001655,0.001935,0.005645,0.002473,0.000531,0.000397,0.003809,0.002616,0.005944
319,0.001079,0.001657,0.002966,0.003389,0.001575,0.000703,0.0055,0.002069,0.00104,0.000638,0.003493,0.001202,0.00661
318.5,0.00008,0.001311,0.002431,0.002671,0.000449,0.001925,0.005946,0.001974,0.001323,0.000877,0.003052,0.000914,0.00569
318,-0.000532,0.001065,0.001318,0.003234,0.001683,0.002043,0.004917,0.002532,-0.000442,-0.000191,0.003215,0.001467,0.005717
317.5,0.000202,0.001239,0.002456,0.003428,0.002308,0.00072,0.005467,0.00181,0.000554,-0.000209,0.002963,0.001538,0.006027
317,-0.000686,0.000647,0.001588,0.003907,0.002543,0.001293,0.00669,0.002114,0.001476,-0.000014,0.002661,0.001422,0.005959
316.5,-0.000453,0.001108,0.002249,0.004151,0.002756,0.001191,0.00557,0.002436,0.000688,0.000298,0.003281,0.001351,0.005038
