Wavelength (nm),Blank1,F532,F533,F526,F527,F538,F539,F534,F535,F540,F541,F528,F529,F610,F611,F536,F537,F554,F555,F556,F557
655.5,0.001906,0.001097,-0.003184,-0.002499,0.002019,0.000659,-0.001504,0.000236,-0.000322,-0.001885,0.00013,-0.002728,0.001397,-0.000749,-0.003618,0.000901,0.000568,-0.001698,0.000175,0.001413,0.032214
655,0.000984,0.002123,-0.0028,0.001174,0.002618,-0.000667,-0.000326,-0.000044,-0.001762,-0.00252,0.000973,-0.002123,0.003879,0.000093,-0.001953,0.000022,-0.001818,-0.00003,0.002137,0.000596,0.02777
654.5,0.00097,-0.000122,-0.003683,0.00116,0.003255,0.00087,-0.000018,-0.000051,-0.001602,0.000299,0.000742,-0.001585,0.003872,0.000203,-0.001957,0.000312,-0.000622,-0.001669,-0.001667,-0.000357,0.030206
654,-0.000731,-0.001117,-0.004641,0.00028,-0.000357,0.00014,-0.000138,0.002126,0.001086,0.000958,0.001805,0.000291,0.005017,-0.001656,-0.002744,0.001458,0.002342,-0.001563,0.000131,-0.000903,0.02905
653.5,-0.001075,-0.001692,-0.003857,0.001291,0.001252,0.00143,-0.000497,0.00089,0.001035,-0.001629,0.001871,-0.000637,0.002496,-0.000809,-0.001099,0.000794,0.001535,0.000707,0.000684,0.001466,0.031464
653,0.001365,0.000481,-0.00399,-0.002479,-0.001919,-0.000021,0.000435,0.000616,0.001435,-0.002548,-0.00048,-0.000722,0.003332,0.000004,-0.001805,0.000011,0.000114,0.000303,0.00077,-0.001201,0.029656
652.5,0.001711,0.001387,-0.002127,-0.001128,0.000518,0.000303,0.001128,0.000445,-0.000959,-0.001702,-0.000477,-0.001091,0.002065,-0.000117,-0.00343,0.001082,-0.000521,0.00098,0.001331,-0.00093,0.03018
652,0.000674,-0.000542,-0.00303,-0.001375,0.001855,0.000879,0.001431,-0.000662,-0.000047,-0.001243,0.002529,0.000378,0.005168,-0.000302,-0.003345,0.000211,-0.001495,-0.001499,0.000928,-0.000535,0.028376
651.5,0.000057,0.000815,-0.003438,0.000118,0.000541,-0.000444,-0.000661,-0.000729,-0.000271,-0.000398,-0.000409,-0.000574,0.004011,-0.000175,-0.001049,0.000351,0.000148,-0.004022,-0.001562,0.000836,0.030617
651,0.000814,0.002146,-0.002773,-0.003173,0.001016,-0.00009,-0.001385,-0.002146,-0.00117,-0.00245,-0.000746,-0.001381,0.002911,0.000807,-0.001726,0.000076,-0.000468,0.000139,0.002483,0.003025,0.030173
650.5,-0.00027,-0.001816,-0.004358,-0.000835,-0.001447,0.000391,0.000301,-0.001096,-0.001298,-0.001407,0.002012,0.000721,0.005087,0.000186,-0.001773,-0.001172,-0.000433,0.000106,0.000954,0.000122,0.028448
650,-0.003406,-0.003105,-0.004674,-0.000802,0.000717,0.00072,-0.000459,-0.000004,-0.000981,0.000211,-0.000043,0.00002,0.004786,0.000086,-0.0011,0.002029,0.000548,0.000627,0.000005,0.001074,0.028404
649.5,-0.001622,-0.000452,-0.004203,-0.00105,0.000621,-0.000986,-0.001058,0.001092,0.00086,-0.000035,0.000212,-0.002524,0.001806,-0.002776,-0.002856,0.000087,-0.00054,-0.000553,0.000492,0.000311,0.029761
649,0.001035,0.000307,-0.003794,-0.002621,0.000727,0.000933,0.00189,-0.001474,-0.002013,-0.000473,0.000662,-0.001449,0.002137,-0.002678,-0.002677,0.000912,-0.000951,-0.001266,0.00069,-0.000975,0.029327
648.5,0.001516,0.000179,-0.00174,-0.000811,0.00148,-0.00085,-0.002287,-0.00114,0.000299,-0.000331,-0.000056,-0.002729,0.002621,0.00071,0.000129,-0.000536,-0.001259,-0.000791,-0.000158,0.001731,0.030525
648,-0.000153,0.001821,-0.003135,0.000012,0.001347,0.001326,-0.001395,0.000559,0.000198,-0.000467,-0.00078,-0.00305,0.004001,0.002214,-0.000106,0.001078,-0.000767,-0.002425,0.000332,-0.000988,0.031174
647.5,0.001187,0.001053,-0.002915,0.000592,0.001447,-0.000353,-0.000362,-0.002716,-0.002174,-0.000433,0.001278,-0.001285,0.000648,-0.00186,-0.003477,0.003579,0.002557,-0.002294,-0.000831,-0.002357,0.029265
647,0.000326,0.000654,-0.000878,-0.001404,0.001256,0.00199,0.001574,-0.000173,-0.00097,-0.000872,0.000665,-0.001447,0.000386,0.001419,-0.001646,0.000003,-0.000823,-0.001423,-0.00008,-0.001249,0.028593
646.5,0.000775,0.000173,-0.003147,0.000152,0.00262,0.001171,0.000406,0.000415,0.000148,-0.000529,-0.000126,-0.001479,0.002186,-0.000285,-0.00311,-0.000323,-0.000003,0.00035,0.002674,-0.000652,0.029901
646,-0.001081,-0.001058,-0.004767,0.001307,0.00219,-0.001668,-0.001068,0.001509,0.001215,0.001711,0.003642,-0.002858,0.002469,0.001106,-0.000809,0.001099,0.001698,-0.001031,0.00091,-0.000679,0.030768
645.5,0.001536,0.000549,-0.003338,0.000026,0.00067,0.000271,0.000553,0.002194,0.002681,-0.00016,0.00105,0.00058,0.005572,-0.000386,-0.002239,-0.000214,0.001738,-0.001831,0.000822,0.000418,0.030417
645,-0.001398,-0.000632,-0.00408,-0.001476,0.001519,-0.002347,-0.001453,0.000732,0.00153,0.00079,0.001277,-0.002298,0.002799,0.00109,-0.002257,0.002348,-0.000392,-0.000714,0.001463,0.002117,0.032387
644.5,-0.001021,-0.0018,-0.005821,-0.001252,0.001058,0.001268,-0.001405,0.000489,0.001085,-0.000368,0.000228,-0.003237,0.002485,-0.000755,-0.000838,0.000663,-0.000154,0.002231,0.001098,-0.001395,0.0266
644,-0.000556,0.001788,-0.000995,-0.000189,-0.000042,0.000135,0.000178,-0.000551,-0.002974,0.000067,0.001411,-0.000756,0.003404,-0.00131,-0.003954,0.000498,0.000092,-0.002029,-0.000552,0.001867,0.031296
643.5,0.00212,0.002298,-0.002756,-0.000899,0.000756,-0.001166,-0.002489,0.000156,0.000541,0.000031,0.001693,-0.001165,0.003121,0.001632,-0.000928,0.000446,0.001772,-0.001248,-0.00088,-0.003111,0.028633
643,-0.000024,-0.00102,-0.003743,-0.000021,0.003048,-0.000485,-0.001994,-0.000759,-0.00212,-0.001632,0.000584,-0.001345,0.003587,-0.000343,-0.003462,-0.000197,0.000774,0.000238,0.002151,-0.000728,0.02732
642.5,0.000659,-0.000443,-0.002845,0.001072,0.001678,-0.000495,-0.000456,-0.001562,0.000152,-0.001384,0.002138,-0.004104,0.002923,0.000056,-0.003358,0.000072,-0.000654,-0.000065,0.00054,0.000432,0.030427
642,-0.000055,0.000409,-0.002439,0.000651,0.001631,0.000473,-0.001264,-0.000684,-0.002784,-0.001272,-0.000883,-0.002465,0.003743,-0.001026,-0.00302,0.001457,0.000785,-0.001303,0.00054,-0.000435,0.029113
641.5,-0.000238,-0.001464,-0.004138,-0.001838,-0.000941,0.000146,-0.000875,0.001396,0.000909,0.000146,-0.000193,0.000776,0.004844,-0.000314,-0.000701,0.000308,-0.000363,-0.002245,-0.000933,-0.001644,0.02842
641,0.000759,-0.000468,-0.003611,0.00191,0.001708,-0.001948,-0.001344,-0.000528,-0.000231,-0.001186,0.000345,-0.002283,0.004556,-0.000247,-0.000594,0.000923,0.001743,-0.00074,0.000396,0.002114,0.030191
640.5,-0.000659,-0.00035,-0.002991,-0.003191,0.000239,0.003052,0.002266,-0.000371,-0.001542,-0.002553,-0.000713,-0.003472,0.003159,-0.000402,-0.000671,0.002345,0.002003,0.001684,-0.000678,0.001334,0.030544
640,-0.000289,-0.003094,-0.006192,-0.000634,0.00134,0.000077,-0.000721,-0.000531,0.000793,0.001262,0.001634,-0.002472,0.002632,-0.000608,-0.000478,0.001433,0.002141,0.000978,0.002232,0.000157,0.02883
639.5,-0.001042,-0.002528,-0.004022,0.001248,0.000455,-0.000209,-0.000904,0.001136,-0.000495,-0.000013,0.000174,-0.003181,0.003517,0.000085,-0.001799,0.001976,-0.000427,0.000653,-0.000986,0.000064,0.027887
639,-0.000079,0.000071,-0.003109,0.000803,0.000802,0.001024,-0.00009,0.002697,0.002202,-0.002135,-0.000284,-0.001695,0.004693,-0.001609,-0.002774,-0.000961,0.00028,-0.001062,0.002636,-0.000719,0.030173
638.5,-0.001324,-0.00126,-0.002812,-0.001083,0.000763,0.00035,-0.001,0.000825,-0.000015,-0.001549,-0.00041,-0.002664,0.000943,-0.00042,-0.000579,-0.001387,-0.002615,-0.001632,0.000976,0.001645,0.030478
638,-0.000436,0.001344,-0.003508,-0.001869,0.001402,0.001697,0.001271,0.004265,0.000192,-0.001049,0.000883,-0.001595,0.003896,0.000815,0.00024,-0.000802,-0.000629,0.000956,0.000903,0.000317,0.031603
637.5,0.002715,0.001187,-0.002859,-0.002031,0.000577,0.001487,0.001279,0.000371,-0.001485,-0.001026,-0.000051,-0.003678,0.003096,0.001082,-0.0021,-0.000315,-0.00164,-0.004107,0.000517,-0.001313,0.030457
637,0.00066,0.000498,-0.002772,0.000307,0.000874,-0.001506,-0.000644,-0.001043,-0.000502,0.000561,0.002567,-0.003031,0.00386,0.000219,-0.001003,-0.000117,0.002397,-0.001187,0.001398,-0.000982,0.02704
636.5,0.000861,0.000423,-0.004088,-0.001414,0.00066,0.002046,-0.001332,-0.000038,0.001168,0.000177,0.001367,-0.002849,0.004262,0.002216,-0.001908,0.003108,0.002753,-0.002436,0.000483,0.001033,0.030354
636,-0.000633,-0.001812,-0.00637,-0.002142,-0.000551,0.001623,-0.000236,-0.000942,-0.000013,-0.002214,0.00121,-0.00031,0.003386,-0.002012,-0.004076,0.001699,0.001158,-0.001782,0.00045,-0.000285,0.02856
635.5,0.000632,-0.002031,-0.003224,-0.000592,0.001438,-0.000851,-0.001417,0.000168,0.000161,-0.00011,0.000717,-0.002297,0.004312,-0.002215,-0.001861,-0.001983,-0.00223,0.000352,0.001407,0.001456,0.030111
635,-0.000398,-0.002341,-0.00474,0.000473,0.000611,-0.001152,-0.000264,0.001319,0.002631,-0.000623,0.001247,-0.002213,0.003173,0.001354,0.000305,-0.000745,-0.000077,-0.002022,0.000018,0.002878,0.030218
634.5,-0.000979,0.000853,-0.002673,-0.000589,0.000479,0.000317,-0.000533,-0.000335,-0.001223,0.000183,-0.000186,-0.001675,0.000869,-0.000881,-0.002155,0.001324,0.000943,-0.000916,-0.001008,-0.001303,0.029494
634,-0.00006,0.000964,-0.002796,-0.000188,0.002606,-0.000264,0.000025,-0.000518,-0.00054,0.001065,0.000674,-0.000878,0.002194,0.001167,-0.000347,0.000275,0.000392,-0.0022,0.00025,0.002127,0.030327
633.5,0.000436,-0.000458,-0.004308,-0.001618,0.002378,0.000972,-0.00079,0.00049,0.000839,0.000874,0.000777,-0.00089,0.003284,-0.001788,-0.003341,0.001098,-0.000424,-0.001305,-0.00064,0.000258,0.031211
633,0.001034,0.000212,-0.002435,0.000412,-0.000235,0.00006,0.000776,0.000276,-0.000528,0.001117,0.00122,-0.00122,0.002399,-0.00013,-0.001948,0.001515,0.001114,-0.000833,0.002442,-0.000043,0.029834
632.5,-0.000192,-0.000707,-0.00268,-0.002943,0.000435,0.001105,-0.000611,-0.00104,-0.000492,-0.001617,-0.000607,-0.002593,0.003972,0.000298,-0.000017,0.001636,-0.00042,-0.002811,0.000331,-0.002476,0.027125
632,-0.001061,-0.002417,-0.003707,0.000869,0.002166,0.001711,0.001783,0.002067,0.001138,0.002568,-0.000363,0.000521,0.00405,-0.001473,-0.004747,-0.000077,0.002602,-0.002407,-0.000958,0.000146,0.029481
631.5,-0.001339,-0.002997,-0.005926,-0.000776,0.001564,0.000591,0.000643,-0.00136,-0.001573,-0.00232,-0.000729,-0.001471,0.003063,0.000372,-0.002252,0.000816,0.002944,-0.002641,0.000019,-0.002522,0.029616
631,0.001054,0.000808,-0.003602,-0.001562,-0.000515,0.001504,0.0009,-0.000995,-0.002111,-0.000756,-0.003155,0.000657,0.002494,-0.001058,-0.002626,-0.000761,0.000805,0.002533,0.002368,0.00042,0.029123
630.5,0.001695,-0.000488,-0.001848,-0.000077,-0.000426,-0.000374,-0.000735,0.000959,-0.000358,-0.001012,0.001063,-0.000538,0.002389,0.001729,-0.000971,0.000416,-0.001466,-0.000607,0.000001,0.00112,0.029889
630,-0.000211,-0.000658,-0.004832,-0.00179,0.00095,-0.001471,-0.002485,0.000179,0.000076,-0.001316,0.00027,-0.000627,0.003037,-0.000295,-0.001732,-0.000708,0.000453,-0.001074,-0.000858,-0.000785,0.031786
629.5,0.002772,0.001305,-0.003117,-0.001159,-0.000177,0.001285,-0.000694,0.000773,0.002008,-0.000823,-0.000266,-0.001388,0.003269,-0.000292,-0.001565,-0.001284,0.000583,-0.0003,0.001499,0.002207,0.031309
629,-0.001082,-0.001528,-0.005469,0.000997,0.000698,0.000584,0.000154,0.002836,-0.000922,0.000378,0.001151,-0.000375,0.004254,0.001748,0.000252,0.001253,-0.000623,0.000781,0.001099,-0.00118,0.029095
628.5,-0.000551,0.000112,-0.003622,0.000929,0.000794,0.000243,-0.000644,-0.000589,-0.001798,0.000604,0.001669,-0.002972,0.003626,0.000668,-0.002987,0.00154,0.000006,-0.000889,0.000599,0.000571,0.029756
628,0.000616,0.001037,-0.003233,0.000553,0.000866,-0.001459,-0.001609,0.000208,-0.000667,-0.000217,0.000243,-0.001886,0.003451,0.001411,-0.001017,0.001204,-0.000064,-0.001871,-0.000224,-0.001163,0.029562
627.5,0.000061,-0.000734,-0.0037,-0.000865,-0.001085,-0.002055,-0.000144,0.000311,0.000838,0.000432,0.000575,-0.000242,0.003969,-0.001579,-0.003073,0.000844,0.001429,-0.000143,0.000158,0.000754,0.028698
627,-0.000795,0.000824,-0.00549,0.000314,0.000965,0.001158,0.001023,0.000289,-0.000857,-0.001244,0.000309,-0.003205,0.002384,0.000536,-0.002212,-0.000233,0.000128,-0.002465,-0.000683,0.001531,0.031641
626.5,-0.000169,0.000988,-0.003298,-0.000464,0.0013,-0.000693,-0.001283,0.001449,0.00091,0.000068,0.001202,-0.002163,0.002857,0.00011,-0.002262,0.000587,-0.000352,-0.000455,0.001883,0.000974,0.029544
626,-0.001546,0.000771,-0.003938,0.000209,0.000512,0.000577,-0.001457,0.001438,0.002292,-0.002021,0.000722,-0.00184,0.002859,-0.000392,-0.001625,0.001318,-0.000049,0.000215,0.002105,-0.000225,0.030209
625.5,0.000075,-0.00077,-0.004801,-0.001493,0.002036,0.002142,0.001156,0.001607,-0.000108,-0.000765,0.001309,-0.001739,0.004845,0.00092,-0.00066,0.002339,0.001409,-0.001881,0.000103,0.000104,0.030484
625,-0.000074,-0.000766,-0.004189,0.00102,0.003276,0.000023,-0.000384,0.000889,0.001375,0.001927,0.003198,-0.004557,0.002234,0.000513,-0.002472,0.001052,0.000899,-0.002029,0.001679,0.000549,0.031391
624.5,0.000355,-0.000246,-0.004143,-0.000668,0.0006,-0.00136,-0.00166,0.001636,-0.000157,-0.000759,0.000958,-0.002276,0.00226,0.001396,-0.001108,0.00207,0.000498,-0.00142,0.000419,0.003107,0.032855
624,0.001315,-0.000503,-0.005003,0.000519,-0.000169,0.00109,-0.000474,0.001238,0.000853,-0.002492,0.000239,-0.000768,0.004437,0.000427,-0.001904,0.001865,0.001797,-0.002569,0.000021,0.000303,0.031111
623.5,-0.001483,-0.002376,-0.00396,-0.000262,-0.001665,0.000174,-0.000015,0.00023,-0.000343,-0.002546,-0.000331,-0.00306,0.003421,-0.00128,-0.002624,0.003323,0.002708,0.00034,0.002507,0.000565,0.029173
623,-0.001008,0.000693,-0.00379,-0.003007,0.000455,-0.000017,-0.000522,-0.000858,0.000242,-0.00236,-0.001237,-0.002343,0.002337,-0.001458,-0.003549,0.00074,0.00051,-0.003485,0.00113,0.001291,0.031439
622.5,-0.000575,0.000211,-0.003911,0.000175,0.001096,0.000547,-0.002398,0.000583,0.001122,-0.001814,-0.000779,-0.001409,0.003023,0.001238,-0.000695,0.002551,0.003048,-0.001297,0.000306,0.002675,0.030374
622,-0.000076,-0.000801,-0.003381,-0.001604,0.00049,0.000059,-0.00139,0.001482,0.0007,-0.00104,-0.000283,-0.001631,0.005647,-0.000851,-0.002239,-0.000884,-0.001825,-0.000656,-0.000354,0.000434,0.03046
621.5,0.001602,-0.000152,-0.003973,-0.002099,-0.000319,0.000234,0.001107,0.0004,0.000777,-0.002307,-0.000901,-0.003427,0.001929,-0.00022,-0.001154,0.000569,0.000423,-0.000116,0.00019,0.001374,0.030253
621,0.001753,0.000532,-0.002084,-0.000401,0.000508,0.000353,0.001537,0.0002,0.00109,-0.001344,0.000525,-0.001897,0.004743,-0.000427,-0.003668,0.000611,0.00174,-0.002155,0.000082,0.000584,0.032115
620.5,-0.000213,-0.001774,-0.004998,-0.000604,0.00003,0.000934,-0.001224,0.001407,0.002801,-0.002394,-0.000099,-0.003165,0.002066,-0.000875,-0.001605,0.001492,0.000052,-0.000816,0.000513,0.000931,0.030645
620,-0.000254,-0.000175,-0.004174,-0.001397,0.001948,0.00035,-0.000113,-0.000625,-0.001532,-0.003178,-0.002116,-0.002343,0.004353,-0.001342,-0.003777,0.001306,0.000635,0.001079,0.003082,0.000597,0.028872
619.5,0.000905,-0.000571,-0.002509,-0.001396,0.000582,-0.000428,-0.000585,0.001185,0.000081,-0.001358,0.001966,-0.001313,0.001755,0.001445,0.000231,0.001,0.000862,0.00053,0.000583,0.000525,0.030249
619,0.000096,-0.000117,-0.002039,0.000275,0.000578,0.001474,-0.000353,0.000875,-0.000553,-0.000725,0.001114,-0.000778,0.005278,0.000549,-0.003315,0.001718,0.000767,-0.002607,-0.002021,0.000973,0.030111
618.5,-0.000783,-0.000319,-0.003257,-0.000707,0.001581,0.002458,0.001113,0.000169,0.000937,0.000225,0.002147,-0.001497,0.003818,-0.001175,-0.002497,0.001408,0.001113,-0.000127,0.000326,-0.000179,0.029707
618,0.000495,-0.001182,-0.004361,-0.000088,0.001328,-0.000336,-0.001094,0.002198,0.0018,-0.000942,0.001296,-0.001137,0.004367,0.000005,-0.000998,0.000968,0.000398,-0.002429,-0.000906,0.00188,0.029166
617.5,-0.001748,-0.002726,-0.003475,-0.000174,-0.000287,0.000579,-0.000253,0.000349,0.001055,-0.001916,0.001254,-0.00129,0.003292,0.000863,-0.000256,0.001376,0.000257,-0.002114,-0.000421,0.001806,0.030953
617,0.000326,0.001273,-0.003638,-0.001635,-0.001129,-0.000765,-0.000621,0.002831,0.001456,0.000122,0.001032,0.000006,0.003525,0.000102,0.000742,0.001283,0.000538,-0.000155,0.00078,-0.000212,0.030548
616.5,0.000446,-0.000538,-0.004116,0.001048,0.00085,0.001149,0.00025,0.001181,0.001149,0.00239,0.002784,-0.002839,0.001325,-0.000569,-0.002392,-0.001,-0.001624,-0.001768,-0.0013,0.000533,0.030654
616,-0.000942,0.000605,-0.002317,-0.000732,0.001713,0.000812,-0.001183,0.000851,0.000318,-0.001142,0.001947,-0.001856,0.003409,-0.001067,-0.003204,0.00101,0.001475,-0.001984,0.000657,0.000757,0.031736
615.5,0.00147,0.000206,-0.003034,0.000335,0.001505,0.002846,0.001409,0.001795,0.000447,0.000313,0.001641,-0.001432,0.003052,0.000078,-0.002538,0.003209,0.00213,-0.001206,0.00134,0.000119,0.030348
615,-0.001465,-0.000338,-0.005542,-0.00039,-0.000286,-0.000528,-0.00146,0.000137,0.001624,-0.000644,0.000133,-0.001872,0.002128,-0.001075,-0.000652,-0.000516,-0.000499,-0.001446,0.000406,0.001652,0.028862
614.5,0.000065,-0.000084,-0.00385,-0.000861,0.000774,0.00113,-0.001559,0.000126,0.00114,-0.001763,-0.000021,-0.002512,0.001978,0.000383,-0.002686,0.000916,-0.00021,-0.000485,0.0009,-0.000923,0.029244
614,-0.000109,-0.00086,-0.002932,0.000404,0.000456,-0.000431,-0.000592,0.001612,0.000659,-0.000257,0.000973,-0.000266,0.002803,-0.000622,-0.002486,0.0001,-0.000365,-0.001057,0.001722,-0.001685,0.028257
613.5,0.000226,0.000039,-0.003634,-0.000718,0.000782,0.000594,-0.00088,0.001104,-0.000797,0.000126,-0.000187,-0.00181,0.002445,0.001151,-0.001364,0.002431,0.002342,-0.000887,0.001149,0.000719,0.029495
613,0.000047,-0.000521,-0.002938,-0.000272,0.001439,-0.000308,-0.001563,0.000543,-0.000682,-0.001197,0.000295,-0.001345,0.003645,-0.000542,-0.00326,0.001929,0.001119,-0.001807,0.00119,-0.000153,0.028388
612.5,0.000164,0.000063,-0.004428,0.000355,0.001551,-0.000929,-0.001769,0.001481,-0.00072,-0.000517,0.001161,-0.000884,0.003157,0.000699,-0.001307,0.000724,0.00055,-0.000808,0.000215,-0.000776,0.030259
612,0.000559,-0.001461,-0.002995,-0.000566,0.000363,0.000431,-0.000017,0.000815,0.000658,-0.001393,-0.000529,-0.002166,0.001031,0.001385,-0.001697,0.000978,-0.000373,-0.001575,-0.000833,0.000028,0.031596
611.5,0.000706,-0.001198,-0.004,0.000297,0.000621,0.00136,0.000055,0.001234,-0.00039,0.000172,0.000521,-0.000816,0.004069,-0.00057,-0.002376,0.000413,0.000295,-0.001942,0.000355,0.000165,0.03059
611,-0.00166,-0.002249,-0.005829,0.000116,0.001472,0.00246,0.000535,-0.000833,-0.000968,-0.000925,0.001604,-0.001752,0.003423,-0.000192,-0.00159,0.001182,0.001146,-0.000374,0.000392,-0.000551,0.029012
610.5,-0.000982,-0.000765,-0.004482,0.000524,0.000914,0.001475,0.001196,0.001565,-0.000767,-0.001005,0.00074,-0.00224,0.0036,-0.000666,-0.000913,0.00095,0.000853,-0.00195,-0.000138,0.00076,0.029558
610,-0.000047,-0.000358,-0.003489,-0.0009,-0.00012,-0.000016,-0.000535,0.0006,-0.000783,0.000115,0.000726,-0.001899,0.003383,-0.000824,-0.002551,0.000317,-0.0002,-0.000912,0.000573,0.000445,0.029812
609.5,-0.000326,-0.000353,-0.003784,-0.000102,0.001354,-0.000036,-0.00081,0.000346,0.000061,-0.000845,0.000929,-0.001832,0.0025,0.000364,0.000099,0.001127,0.000824,-0.001285,0.000322,0.001116,0.030796
609,0.00028,0.000484,-0.004436,-0.001308,0.001077,0.000337,-0.00021,0.001837,0.000862,-0.001077,0.001421,-0.00289,0.002751,0.000461,-0.001589,-0.000805,-0.000518,-0.00171,-0.000609,0.000642,0.031162
608.5,0.001522,0.00053,-0.003644,0.000269,0.001142,0.000105,-0.000646,-0.000221,-0.000558,-0.000363,0.000506,-0.000171,0.004145,-0.00172,-0.001774,0.000037,-0.000143,-0.001801,0.000157,-0.000093,0.029627
608,0.000338,-0.000205,-0.003481,-0.001852,0.00003,-0.000083,-0.000785,-0.000789,-0.000897,-0.000492,0.00183,-0.002191,0.003039,-0.000226,-0.001927,0.000008,-0.000009,-0.000502,0.000799,0.001466,0.031324
607.5,0.001259,0.000902,-0.003305,-0.000647,0.00055,-0.000152,-0.000511,0.000491,0.000193,-0.000756,0.001861,-0.001889,0.003805,-0.001176,-0.002402,0.000475,-0.000582,-0.001729,0.000081,0.000045,0.030013
607,-0.000025,-0.000813,-0.003544,0.001187,0.001129,0.001375,0.000557,0.000471,0.000399,-0.001957,-0.000012,-0.00144,0.003115,-0.000276,-0.002291,0.000705,0.000581,-0.002534,-0.00112,0.0002,0.030522
606.5,0.000537,0.000712,-0.002799,-0.001203,0.000062,0.001261,0.000578,-0.000128,0.00038,-0.001677,0.000549,-0.001209,0.004029,-0.000729,-0.002577,0.000225,0.000431,-0.001866,-0.000501,-0.000107,0.030936
606,-0.001203,-0.00097,-0.004238,-0.00078,0.001046,0.001194,0.000004,0.001752,0.000028,-0.001449,-0.000492,-0.001445,0.004403,-0.000643,-0.002839,0.002307,0.000642,-0.001028,0.000509,-0.001197,0.02964
605.5,-0.000166,-0.000123,-0.00321,0.000416,0.001022,-0.000236,-0.001375,0.001463,-0.000833,-0.002019,-0.000102,-0.001256,0.003553,-0.000486,-0.001791,0.001515,0.000135,-0.00111,-0.000275,0.000397,0.03124
605,-0.000824,-0.001264,-0.004037,-0.001339,0.000318,-0.00055,-0.001081,0.00083,0.000019,0.000093,0.001395,-0.001111,0.004134,0.000685,-0.001732,0.000247,-0.001023,-0.000982,0.000162,0.000062,0.030548
604.5,-0.000415,-0.000981,-0.004361,-0.001072,0.00008,0.00029,-0.000285,0.000383,-0.001079,-0.000817,0.00137,-0.00216,0.003449,-0.000545,-0.002942,0.000753,0.000349,-0.000815,0.000719,0.000503,0.029517
604,-0.000751,-0.000574,-0.003091,-0.000705,0.001354,0.000604,-0.00025,0.000719,0.000188,-0.000969,0.000634,-0.000882,0.00312,-0.000268,-0.001148,0.000511,-0.000127,-0.001269,0.000806,0.000353,0.031275
603.5,0.000914,0.000277,-0.002843,-0.001339,0.000485,0.000328,-0.000362,0.00029,-0.000073,-0.000634,0.000746,-0.001599,0.003351,-0.000461,-0.002946,0.000936,-0.000133,-0.000625,0.000988,0.000115,0.030665
603,-0.000176,-0.000478,-0.00299,0.000963,0.00146,-0.000145,-0.000463,0.001076,-0.000192,-0.001668,-0.000527,-0.002484,0.002457,0.000179,-0.001731,0.000344,-0.000296,-0.000381,0.001725,0.000765,0.031265
602.5,-0.000212,-0.000334,-0.004255,-0.001471,0.001266,0.000085,-0.000234,-0.000126,-0.000489,-0.000044,0.000015,-0.001537,0.002348,-0.001412,-0.002522,0.00156,0.000157,-0.000341,0.001046,-0.00036,0.030497
602,0.001242,0.00137,-0.002426,-0.00189,0.000276,-0.000276,-0.000515,0.00017,-0.000445,-0.001227,0.000058,-0.000917,0.005141,-0.000124,-0.001549,0.000115,0.000059,-0.000244,0.000427,0.00028,0.029612
601.5,0.000116,-0.000582,-0.004287,-0.000036,0.001226,0.000028,-0.000343,-0.000053,-0.000941,-0.00152,-0.00065,-0.001768,0.003589,-0.001513,-0.003939,-0.000846,-0.00041,-0.000288,0.001861,0.000484,0.030899
601,0.000101,-0.000111,-0.003143,-0.000311,-0.000274,-0.000431,-0.000768,0.001011,0.000737,-0.001425,-0.00063,-0.001548,0.00296,0.000245,-0.00187,-0.001057,0.000147,-0.000575,0.000132,0.000491,0.031904
600.5,-0.001258,-0.001265,-0.004149,-0.000705,0.000368,-0.000459,-0.000765,-0.001601,-0.000986,-0.00141,-0.000122,-0.001368,0.003935,-0.000809,-0.001459,0.001235,0.001202,-0.00197,0.000741,-0.000945,0.028074
600,0.002928,0.002513,-0.002018,-0.000362,0.000841,0.000221,-0.000997,0.00201,0.000556,-0.00061,0.001701,-0.002397,0.002549,-0.000872,-0.002943,0.000324,-0.00151,-0.001353,0.000129,-0.000216,0.030299
599.5,0.001699,0.00131,-0.003498,-0.00043,0.001963,0.000978,0.001058,-0.000145,-0.001255,-0.001042,0.00066,-0.001367,0.003917,-0.001583,-0.003962,0.000365,-0.00077,0.000449,0.000446,-0.000976,0.029448
599,-0.001408,0.000283,-0.004814,0.000107,0.001192,0.00058,-0.00176,0.000951,-0.000306,-0.001219,0.000861,-0.002008,0.003061,-0.000859,-0.002162,0.000858,0.000858,-0.002325,0.000218,0.001779,0.031372
598.5,-0.001457,-0.00235,-0.004184,-0.000143,0.000498,0.000109,-0.000284,0.000399,-0.000091,-0.000318,0.001013,-0.004266,0.002711,-0.00106,-0.004164,-0.000001,-0.000346,0.000579,0.000284,-0.000829,0.030302
598,0.000638,0.000591,-0.004104,0.001103,0.002159,-0.000118,-0.001166,0.000152,0.000133,-0.000406,0.000137,-0.001483,0.003725,0.000194,-0.001385,0.000835,0.00013,-0.001158,0.000417,0.000585,0.031017
597.5,-0.000884,-0.000174,-0.003696,-0.000438,0.001165,0.000328,-0.000079,0.000604,-0.00014,-0.001684,0.000049,-0.001593,0.003177,0.001035,-0.001289,0.001102,0.000501,-0.001049,0.00079,-0.001079,0.029993
