Wavelength (nm),Blank1,F532,F533,F526,F527,F538,F539,F534,F535,F540,F541,F528,F529,F610,F611,F536,F537,F554,F555,F556,F557
390,-0.000032,0.000214,-0.00383,-0.001419,0.000766,0.001186,-0.000278,0.001332,0.001146,-0.002439,0.000826,-0.002711,0.004707,0.000961,-0.002288,0.001126,0.000536,-0.000718,0.001676,0.000904,0.036939
389.5,-0.000308,-0.000273,-0.003359,-0.001091,0.000696,0.001079,0.000844,0.001584,0.000502,-0.001699,0.000643,-0.003042,0.004963,0.000653,-0.002716,0.001441,0.000275,0.000006,0.00204,0.001337,0.03665
389,0.000898,0.000284,-0.00321,-0.001865,0.000194,0.001174,0.000169,0.000728,-0.000045,-0.001605,0.00143,-0.002431,0.004853,0.000822,-0.002125,0.001198,0.000269,-0.000493,0.001432,0.000295,0.037139
388.5,0.000003,0.000121,-0.002911,-0.001041,0.00087,0.000283,0.000085,0.001225,0.000471,-0.001253,0.001285,-0.003232,0.004261,0.001363,-0.00254,0.001273,0.000312,-0.000059,0.00176,-0.000089,0.036674
388,0.00046,0.000253,-0.003146,-0.001346,0.000694,0.001128,0.000025,0.000634,0.000471,-0.001075,0.00102,-0.002977,0.005026,0.001044,-0.00221,0.001769,0.00096,-0.001047,0.001522,0.000082,0.035718
387.5,0.000337,-0.00058,-0.003639,-0.000837,0.000839,0.000846,0.000257,0.001669,0.000865,-0.001521,0.001071,-0.00281,0.004542,0.000406,-0.002532,0.0019,0.000694,-0.001002,0.00223,0.000776,0.037472
387,0.00009,0.000286,-0.002549,-0.001435,0.000421,0.001371,0.000796,0.000403,0.000642,-0.001899,0.001503,-0.003166,0.004418,0.000672,-0.002869,0.00138,0.000367,-0.001097,0.000537,0.000578,0.037292
386.5,0.000137,-0.000786,-0.004123,-0.001112,0.001129,0.001492,0.000742,0.002444,0.000967,-0.001039,0.001108,-0.002799,0.004818,0.000498,-0.001775,0.00141,0.000368,-0.000137,0.002102,0.000899,0.037301
386,-0.000036,-0.000285,-0.00313,-0.000687,0.000905,0.000199,-0.000589,0.00125,0.000727,-0.001557,0.001078,-0.003237,0.003854,0.000248,-0.002761,0.001429,-0.000297,-0.000564,0.001401,0.001463,0.037465
385.5,-0.000345,-0.00038,-0.003901,-0.000969,-0.00012,0.000573,0.000419,0.000796,0.00008,-0.000922,0.001475,-0.002858,0.005162,0.001769,-0.001618,0.000897,0.000354,-0.00023,0.001651,0.000905,0.037447
385,-0.000157,-0.001589,-0.004443,-0.000412,0.001247,0.000923,0.000612,0.001369,0.000783,-0.00083,0.001579,-0.002117,0.004995,0.000387,-0.003257,0.001004,0.000188,-0.001172,0.001906,0.000498,0.036525
384.5,0.000305,0.000289,-0.004148,-0.001326,0.000174,0.001314,0.000184,0.001735,0.000513,-0.001643,0.000769,-0.003069,0.003662,0.000605,-0.002799,0.0016,-0.000598,-0.001392,0.001362,0.000769,0.037446
384,-0.000744,0.000169,-0.003417,-0.001393,0.00048,-0.000064,-0.000204,-0.000102,-0.001169,-0.000439,0.002007,-0.002526,0.004519,0.000031,-0.002904,0.003034,0.001024,-0.000319,0.000662,0.000584,0.037868
383.5,-0.000422,-0.000865,-0.003852,-0.000788,0.000108,0.001389,0.000625,0.000873,0.00058,-0.002053,0.001458,-0.003518,0.004514,0.000041,-0.003879,0.001509,0.000162,-0.00115,0.001845,0.001213,0.037311
383,0.000456,0.000748,-0.003384,-0.001813,0.000117,0.00134,0.000906,0.001342,0.000221,-0.001203,0.00061,-0.002471,0.004838,0.001488,-0.002317,0.000915,0.000476,-0.000619,0.001344,0.000431,0.036794
382.5,-0.001134,-0.000867,-0.004891,-0.001703,0.000987,0.000861,-0.000523,0.000696,0.001175,-0.002552,0.001452,-0.002055,0.005133,0.000837,-0.004001,0.001977,0.000324,-0.000886,0.002184,-0.000063,0.03706
382,0.00039,-0.001146,-0.003382,-0.001085,0.000544,0.000283,0.000219,-0.000231,-0.001063,-0.000699,0.00116,-0.003493,0.003998,0.001066,-0.003331,0.000785,-0.000363,-0.000546,0.001639,0.0013,0.038777
381.5,-0.000768,-0.000747,-0.004223,-0.001661,-0.000249,-0.000328,-0.001571,0.001013,0.000094,-0.000991,0.001214,-0.00294,0.005548,0.000708,-0.002946,0.001825,0.000734,-0.001222,0.00166,0.001195,0.038751
381,0.000765,0.001797,-0.003046,-0.00104,0.000433,0.001167,-0.00035,-0.000061,-0.000874,-0.001893,0.001217,-0.002442,0.005477,0.00086,-0.003083,0.00247,0.00107,0.000453,0.003257,0.000786,0.037832
380.5,0.000935,-0.000199,-0.002707,-0.000621,0.00126,0.000846,0.000191,0.001983,0.000602,-0.001134,0.002192,-0.002777,0.004624,0.000706,-0.003377,0.002154,0.001202,-0.000984,0.000284,0.001196,0.037151
380,-0.001641,-0.000429,-0.004328,-0.002214,-0.000012,0.00041,-0.0002,0.001717,0.000363,-0.001415,0.001453,-0.002328,0.00488,0.000416,-0.003266,0.001642,0.000306,0.000264,0.002748,0.001249,0.03786
379.5,0.000867,0.000429,-0.002913,-0.001405,0.000114,0.000998,-0.000162,0.001402,0.000876,-0.00165,0.000794,-0.003046,0.005679,0.001023,-0.003074,0.00222,0.001035,-0.000535,0.002865,0.002064,0.038658
379,-0.000235,-0.000164,-0.00358,-0.001382,0.000483,0.000501,-0.000181,0.00065,0.000188,-0.000495,0.002291,-0.003316,0.00449,0.001393,-0.002757,0.001448,0.000366,-0.001493,0.001135,-0.000061,0.036403
378.5,-0.0003,-0.000235,-0.004413,-0.001138,0.001062,0.001465,0.000856,0.000718,0.000166,-0.001568,0.001025,-0.002715,0.005199,0.001225,-0.002398,0.002014,0.000896,-0.000392,0.002569,0.001634,0.037905
378,0.0006,-0.000132,-0.003444,-0.000927,0.000975,0.000386,-0.000051,0.001547,-0.000105,-0.001427,0.001275,-0.002815,0.005134,0.000591,-0.0029,0.00177,0.000373,-0.001238,0.00144,0.001372,0.037566
377.5,-0.000728,-0.001446,-0.004786,-0.000963,0.001072,0.000754,0.000102,0.001934,0.000722,-0.000927,0.002177,-0.002343,0.006141,0.000582,-0.002893,0.002786,0.001102,-0.002117,0.001105,0.00053,0.037491
377,-0.000799,-0.001622,-0.004574,-0.001449,0.000168,0.001183,0.00069,0.000359,-0.00025,-0.00161,0.002975,-0.003466,0.004602,0.000876,-0.002589,0.002271,0.000391,0.000247,0.001916,0.000056,0.037121
376.5,0.000274,-0.00001,-0.003692,-0.001306,0.000097,0.001798,0.000704,0.001709,0.001174,-0.001578,0.001181,-0.002327,0.004858,0.000458,-0.00167,0.001822,0.001127,-0.00205,0.001199,0.001158,0.037751
376,0.000595,0.000663,-0.003237,-0.000761,0.002224,0.001243,-0.000436,0.000004,-0.000654,-0.001324,0.001064,-0.002204,0.004871,0.000477,-0.002986,0.002284,0.000764,-0.000969,0.002632,0.000596,0.037595
375.5,0.000729,-0.000402,-0.003903,-0.001069,0.001657,0.000787,0.000652,0.002015,0.001694,-0.000964,0.002393,-0.003757,0.002558,-0.000175,-0.00203,0.002761,-0.000206,0.000153,0.003249,0.001511,0.03783
375,-0.000549,-0.000947,-0.00469,-0.000722,0.000494,0.000574,0.000415,0.000616,0.000949,-0.001098,0.002561,-0.002741,0.00544,0.001052,-0.002287,0.001322,-0.000173,-0.000487,0.002912,-0.000299,0.037013
374.5,0.000658,0.000706,-0.0035,-0.001485,-0.000429,0.002521,0.00039,0.000877,0.001256,0.000929,0.00297,-0.002785,0.004625,0.000939,-0.002826,0.001806,0.000387,-0.000734,0.001601,0.000816,0.037981
374,0.00004,-0.00021,-0.002759,-0.002381,0.000265,0.00177,0.000208,0.00106,0.001061,-0.001714,0.0008,-0.002088,0.004636,0.000371,-0.003123,0.001221,0.00041,-0.001467,0.001235,0.000973,0.037657
373.5,-0.000199,-0.000541,-0.004397,-0.000809,0.001045,0.000284,-0.000344,0.001461,-0.000098,-0.001939,0.000231,-0.003092,0.004851,0.001289,-0.002407,0.002443,0.00176,0.000281,0.002664,0.001275,0.03766
373,0.000527,0.000133,-0.003471,-0.001204,0.001168,0.000475,0.00039,0.001484,0.001213,-0.00105,0.001198,-0.003174,0.005224,0.000241,-0.002952,0.002335,0.000944,-0.00155,0.002334,0.000556,0.038404
372.5,0.000279,0.000386,-0.002402,-0.001168,0.000267,-0.000809,0.000041,0.000495,0.000488,-0.000763,0.000764,-0.002991,0.004693,0.001001,-0.002286,0.002468,0.001479,-0.001095,0.002268,-0.000532,0.037247
372,-0.000337,0.001086,-0.003492,-0.000958,0.001476,0.000416,-0.000109,0.001129,0.000492,-0.001159,0.000751,-0.002904,0.004728,0.001954,-0.002166,0.001376,0.000327,-0.000204,0.002766,-0.000031,0.038329
371.5,-0.001281,0.000017,-0.003898,-0.001697,0.000158,0.001051,0.000908,0.00136,0.000563,0.000061,0.001546,-0.002376,0.005255,0.000505,-0.002817,0.000814,-0.000477,-0.000675,0.002159,0.002374,0.039117
371,0.000361,-0.000635,-0.004186,-0.0011,0.00173,0.000264,0.000099,0.000365,-0.000307,-0.00146,0.000806,-0.002526,0.004926,0.000544,-0.004189,0.001788,0.000547,-0.000362,0.003103,0.000047,0.038662
370.5,0.001104,0.000482,-0.003376,-0.001485,0.002138,0.000488,0.000762,0.001643,0.000462,-0.001898,0.000433,-0.002193,0.004549,0.000577,-0.002603,0.001149,0.000503,-0.000422,0.001994,0.001124,0.038337
370,-0.000219,0.000253,-0.00312,-0.000861,0.001252,0.001521,-0.00032,0.000486,0.000278,-0.000794,0.001825,-0.002132,0.005476,-0.0003,-0.00253,0.001866,0.00077,-0.000996,0.002435,0.000694,0.038432
369.5,0.000734,0.001111,-0.003014,-0.000802,0.001306,0.000033,0.00004,0.001843,0.00063,-0.001478,0.002575,-0.001861,0.005296,0.000106,-0.002559,0.001519,0.000656,-0.001616,0.001402,0.000369,0.038461
369,-0.000006,0.000478,-0.003979,-0.001857,0.000444,0.001082,0.000519,0.000726,0.000659,-0.000739,0.001732,-0.002123,0.005581,0.000644,-0.002426,0.003345,0.001676,-0.000791,0.001276,0.001595,0.038908
368.5,0.000107,0.000421,-0.003269,-0.000364,0.001521,0.000782,-0.000096,0.002219,0.000198,-0.001084,0.001448,-0.002727,0.00455,0.000406,-0.002655,0.001997,0.000457,-0.000835,0.001331,0.00094,0.039632
368,0.000536,0.000767,-0.002801,-0.001263,0.000145,0.000429,-0.00034,0.001206,-0.000194,-0.001684,0.001866,-0.001509,0.005661,0.00022,-0.004104,0.001243,0.000672,-0.000243,0.002617,0.000831,0.038639
367.5,0.00078,0.000408,-0.002586,-0.00017,0.000987,-0.000128,-0.000565,0.00068,-0.000175,-0.001558,0.001727,-0.001741,0.005064,-0.000028,-0.003587,0.001292,-0.000446,-0.001085,0.002017,0.001834,0.038798
367,0.000116,0.000201,-0.003112,-0.001577,-0.000249,0.001542,0.000757,0.000763,0.000861,-0.001564,0.001681,-0.002564,0.005362,0.002364,-0.002553,0.001927,0.00016,-0.000534,0.002354,0.001287,0.039085
366.5,-0.000389,-0.000432,-0.002814,-0.000352,0.001493,0.001035,-0.000129,0.001537,0.000232,-0.000769,0.00207,-0.002084,0.006553,0.000806,-0.002656,0.00209,-0.000629,-0.000814,0.00253,0.0008,0.038845
366,0.000201,-0.000478,-0.004671,-0.000578,0.000853,0.000941,-0.000595,-0.000053,-0.000604,-0.000806,0.001869,-0.002531,0.00476,0.000494,-0.001592,0.002191,0.000887,-0.000949,0.001484,0.001712,0.039306
365.5,0.00046,-0.000028,-0.002219,-0.000979,0.002646,0.00023,0.000679,0.00137,0.000144,-0.001856,0.000141,-0.002461,0.005718,0.001138,-0.003229,0.000908,-0.000445,0.00035,0.002368,0.001264,0.038761
365,0.000214,-0.000607,-0.003634,-0.001701,0.000577,0.000829,0.00045,0.001161,0.000221,-0.001443,0.001274,-0.002969,0.004826,0.001278,-0.003055,0.002278,0.00076,-0.001489,0.000622,0.000764,0.038145
364.5,0.000705,-0.000464,-0.003533,-0.001535,0.001261,0.000563,0.000148,0.001371,0.000958,-0.001276,0.001832,-0.003416,0.004537,0.000028,-0.003335,0.002324,0.000907,-0.000406,0.00283,0.001815,0.039073
364,0.000511,0.000655,-0.002648,-0.001236,0.001959,0.001133,-0.000312,0.000788,0.000424,-0.001163,0.001655,-0.00257,0.004866,-0.000018,-0.004159,0.001505,0.000472,0.000226,0.002189,0.001295,0.038128
363.5,0.000298,-0.000792,-0.003823,-0.001676,0.000574,0.001232,0.000732,0.001007,-0.000009,-0.001825,0.001501,-0.003724,0.005438,0.001254,-0.002267,0.002326,0.000308,-0.00067,0.001917,0.001669,0.039337
363,-0.000117,0.000667,-0.003638,-0.001509,0.000918,0.000165,-0.000319,0.001336,0.00088,-0.001178,0.001866,-0.001813,0.00618,0.002154,-0.002613,0.001525,-0.000549,-0.000461,0.001594,0.001406,0.038111
362.5,0.000153,-0.00008,-0.00358,-0.001231,0.000814,0.002057,0.000503,0.001273,0.000035,-0.000526,0.001755,-0.002308,0.005933,0.000613,-0.00272,0.002364,0.000999,-0.000997,0.001223,0.000608,0.038018
362,-0.000355,-0.000459,-0.004183,-0.00066,0.000596,0.001845,-0.000147,0.000787,0.000378,-0.002256,0.001492,-0.002876,0.004817,0.001729,-0.003182,0.002638,-0.000094,-0.000935,0.001647,0.001617,0.039572
361.5,-0.000198,-0.000237,-0.002866,-0.001844,-0.000309,0.001692,0.001131,0.001306,0.001051,-0.002324,0.000817,-0.002878,0.004852,0.001823,-0.002555,0.002303,0.000758,-0.000913,0.002884,0.001445,0.038395
361,-0.000047,-0.000122,-0.003129,-0.001527,0.000823,0.002067,0.00103,0.001151,-0.000389,-0.001764,0.001175,-0.00305,0.005143,0.001349,-0.002374,0.0025,0.001395,-0.000281,0.002327,0.000901,0.038549
360.5,0.000368,0.00011,-0.003597,-0.001118,0.000177,0.000913,0.00078,0.001381,0.000544,-0.00072,0.00166,-0.002255,0.005573,0.001096,-0.002825,0.002086,0.00088,-0.000376,0.002181,0.000131,0.037937
360,-0.000448,-0.000665,-0.004162,-0.000794,0.001083,0.001734,0.000132,0.002321,0.000524,-0.001635,0.002325,-0.003116,0.004685,0.00108,-0.002738,0.002254,0.000284,-0.000899,0.001314,0.001196,0.038466
359.5,-0.000522,0.000917,-0.003351,-0.00091,0.001185,0.000317,0.000573,0.000726,0.000095,-0.001106,0.001309,-0.002362,0.005428,0.000874,-0.003048,0.001869,-0.00008,-0.000458,0.002062,0.001595,0.039315
359,0.000319,0.000131,-0.003951,-0.00112,0.001171,0.00177,0.000276,0.000967,-0.000063,-0.000967,0.001753,-0.00218,0.005181,0.001549,-0.002246,0.00154,0.000218,-0.000163,0.002081,0.001538,0.03962
358.5,0.000266,-0.000542,-0.003957,-0.002258,0.000207,0.000236,0.000174,0.00053,-0.00005,-0.001621,0.001005,-0.003174,0.005116,0.000969,-0.002029,0.001961,0.000629,-0.001586,0.002133,0.001088,0.038551
358,-0.000124,-0.00103,-0.003937,-0.001574,0.001017,0.001132,0.000398,0.000585,0.000221,-0.000942,0.001896,-0.002467,0.005237,0.001692,-0.002836,0.002383,0.000396,-0.000386,0.002603,0.000699,0.038567
357.5,-0.001359,-0.000393,-0.005842,-0.000902,0.00101,0.001084,-0.000078,0.000645,-0.00006,-0.0012,0.000586,-0.002635,0.005092,0.001932,-0.002272,0.00269,0.000346,-0.001051,0.001516,0.000281,0.038809
357,0.000055,0.000235,-0.003992,-0.001315,0.000656,0.000093,0.000317,0.001433,0.000686,-0.001348,0.002026,-0.002721,0.004865,0.001178,-0.002836,0.002701,0.000602,-0.000595,0.001607,0.001167,0.039523
356.5,-0.000425,-0.000263,-0.004049,-0.000675,0.001672,0.000732,0.000445,0.000578,0.000294,-0.000937,0.002326,-0.003047,0.004918,0.001266,-0.002638,0.001575,-0.000178,-0.001293,0.001888,0.00152,0.038697
356,0.000892,0.000929,-0.00303,-0.002294,0.000216,0.001127,0.000641,0.001076,0.000181,-0.001118,0.00233,-0.0023,0.005003,0.002148,-0.001799,0.001199,-0.000911,-0.001694,0.001007,0.001401,0.040476
355.5,-0.000038,0.000097,-0.003333,-0.001661,0.000849,0.001276,0.000322,0.002003,0.001395,-0.001433,0.002031,-0.001954,0.006386,0.001399,-0.002117,0.002664,0.001456,-0.000006,0.001654,0.001047,0.040048
355,0.000286,0.000071,-0.003931,-0.001704,0.000803,0.000991,0.000156,0.000569,-0.000138,-0.002185,0.000737,-0.002672,0.005264,0.001049,-0.003207,0.002344,0.000077,-0.000725,0.00219,0.001039,0.039323
354.5,-0.001081,-0.000681,-0.004121,-0.001731,0.001169,0.000056,0.000176,0.00148,0.000958,-0.000568,0.002104,-0.003249,0.004814,0.000818,-0.002183,0.002857,0.000287,-0.00124,0.002427,0.001356,0.039218
354,-0.000257,-0.000123,-0.003139,-0.000547,0.00157,0.001455,-0.000086,0.001915,0.001339,-0.001596,0.001536,-0.002691,0.005457,0.001546,-0.002671,0.001782,0.001055,-0.000021,0.00239,0.001597,0.040589
353.5,0.000387,-0.000206,-0.003088,-0.001267,0.001493,0.001342,0.000941,0.001378,0.000685,-0.00149,0.001974,-0.003024,0.005252,0.00158,-0.002152,0.001904,0.000338,-0.000211,0.002264,0.002374,0.04036
353,-0.000037,0.000454,-0.003412,-0.001469,0.000683,0.001603,0.000978,0.001955,0.00125,-0.000594,0.001973,-0.003373,0.005056,0.001677,-0.002181,0.001581,0.000417,-0.001122,0.002003,0.001738,0.039918
352.5,-0.001534,0.00017,-0.003831,-0.001918,-0.00015,0.000583,-0.000545,0.001117,-0.000282,-0.001585,0.001754,-0.0034,0.004569,0.00049,-0.002041,0.002337,0.00055,-0.00025,0.002627,0.002086,0.039747
352,0.00068,0.00026,-0.002343,-0.001213,0.001207,0.001391,0.001033,0.002065,0.001469,-0.000875,0.002164,-0.002109,0.005638,0.00178,-0.00177,0.002103,0.00089,-0.000933,0.001751,0.002255,0.041316
351.5,0.000022,-0.000307,-0.003663,-0.000865,0.00074,0.000519,-0.00051,0.001046,0.000472,-0.00235,0.001147,-0.003318,0.00618,0.001313,-0.002049,0.002571,0.001333,-0.000023,0.002636,0.000669,0.039863
351,-0.000638,0.00027,-0.003692,-0.002018,0.000743,0.000383,0.000178,0.001622,0.000334,-0.000955,0.001355,-0.002672,0.006127,0.000756,-0.002539,0.001857,0.00067,-0.001007,0.001216,0.002269,0.04119
350.5,-0.000355,0.001865,-0.002498,-0.001442,0.000932,0.001212,-0.000691,0.001682,0.001032,-0.001071,0.001317,-0.002592,0.004602,0.001285,-0.002647,0.002783,0.000495,-0.000102,0.002915,0.001984,0.039345
350,0.00039,0.000335,-0.002589,-0.000978,0.000654,0.000993,0.001452,0.000896,0.000937,-0.001129,0.002518,-0.001633,0.00648,0.001411,-0.001522,0.001841,-0.000294,-0.001426,0.001544,0.002715,0.040328
349.5,0.000729,0.001076,-0.002263,-0.001265,0.001566,0.002843,0.001688,0.002137,0.000796,-0.001785,0.000932,-0.002415,0.005188,0.001043,-0.002503,0.002994,0.001971,0.000104,0.002778,0.001077,0.040555
349,0.000293,0.000407,-0.003809,-0.002189,0.001258,0.000787,-0.00105,0.002061,0.001324,-0.000827,0.001843,-0.002254,0.006201,0.001103,-0.003688,0.000733,0.000081,-0.000968,0.001945,-0.000255,0.038884
348.5,0.000832,0.000852,-0.002586,0.000082,0.000925,0.001228,0.000268,0.001223,-0.000139,-0.000412,0.001975,-0.001095,0.006583,0.0032,-0.001276,0.002187,0.000001,-0.000295,0.001769,0.001853,0.041199
348,-0.0008,0.000351,-0.003616,-0.000757,0.001966,0.002799,0.001233,0.001005,0.001546,-0.002006,0.001346,-0.001827,0.006538,0.000472,-0.002284,0.002274,-0.000343,0.000572,0.003213,0.000825,0.039629
347.5,0.000307,0.000622,-0.003417,-0.000934,0.000666,0.000981,0.000732,0.001534,0.001394,-0.001467,0.001415,-0.00349,0.005548,0.001683,-0.002704,0.002631,0.000446,0.000075,0.002244,-0.000255,0.038556
347,-0.000165,0.000611,-0.003379,-0.000205,0.001187,0.000315,0.00022,0.000494,0.000603,-0.001089,0.002642,-0.001481,0.006047,0.001379,-0.002526,0.002501,0.00035,-0.000557,0.002752,0.000649,0.039826
346.5,-0.000027,0.000142,-0.003569,-0.001039,0.000943,0.001286,0.000511,0.001426,0.00127,-0.001603,0.001868,-0.002543,0.006967,0.001325,-0.003087,0.002801,0.001413,-0.000298,0.002005,0.001398,0.04017
346,-0.000821,-0.000391,-0.003555,-0.001535,0.0013,0.001487,-0.000353,0.002344,0.001142,-0.001951,0.001917,-0.002193,0.006253,0.001711,-0.002839,0.002231,0.001587,-0.000395,0.002032,0.002221,0.040819
345.5,0.000478,0.000358,-0.002668,-0.001359,0.000537,0.001239,-0.000061,0.002168,0.001907,-0.001425,0.001921,-0.00267,0.005674,0.001769,-0.002373,0.002218,0.000629,-0.00087,0.002376,0.001797,0.040393
345,0.00078,0.000448,-0.003334,-0.000983,0.000875,0.002052,0.001211,0.001123,-0.000483,-0.00149,0.002204,-0.002016,0.006626,0.001151,-0.002531,0.002643,0.001124,-0.000609,0.002193,0.001218,0.040425
344.5,0.000218,0.000674,-0.002637,-0.000797,0.00079,0.001709,-0.000382,0.001288,0.001126,-0.000984,0.001826,-0.001985,0.005971,0.001828,-0.0022,0.001149,0.000224,-0.000961,0.001066,0.001926,0.040584
344,-0.000284,-0.000728,-0.003312,-0.001336,0.000587,0.000185,0.000639,0.002459,0.000777,-0.001581,0.001869,-0.003607,0.004368,0.001428,-0.002834,0.002263,0.000788,-0.000668,0.002059,0.002129,0.040567
343.5,0.000448,0.000787,-0.002499,-0.000824,0.000842,0.002007,-0.000581,0.002349,0.000631,-0.00107,0.001492,-0.002913,0.005155,0.001072,-0.003762,0.003036,0.0008,-0.00024,0.001665,0.001056,0.040177
343,-0.000389,0.00073,-0.002173,-0.001064,0.00048,0.000563,-0.000622,0.001716,0.0015,-0.001288,0.001639,-0.002579,0.006226,0.001438,-0.004038,0.001645,-0.000106,-0.001375,0.001903,0.001954,0.041523
342.5,-0.000111,0.000791,-0.003375,-0.00106,0.000614,0.001344,0.00179,0.002284,-0.000127,-0.002053,0.002102,-0.002167,0.005264,0.000753,-0.00239,0.002152,0.000067,-0.001927,0.00158,0.001013,0.040714
342,0.000465,0.00158,-0.001992,-0.000937,0.001129,-0.000128,-0.000771,0.000778,-0.000357,-0.002098,0.001161,-0.002115,0.005679,0.00172,-0.002735,0.002174,0.000758,-0.001165,0.001802,0.001366,0.041036
341.5,0.000193,-0.000581,-0.003646,-0.001417,0.001415,0.001607,0.00149,0.003724,0.001882,-0.000386,0.000862,-0.003231,0.003825,0.000989,-0.002667,0.002071,0.001262,-0.000339,0.002957,0.002044,0.040775
341,-0.000651,0.000782,-0.002776,-0.001087,0.000558,0.000952,0.001792,0.001645,0.000338,-0.000703,0.002331,-0.000612,0.005872,0.00252,-0.001916,0.002393,0.001193,0.000085,0.002077,0.000328,0.040943
340.5,0.000445,0.001273,-0.002125,-0.001204,0.001013,0.001325,0.000769,0.001846,0.00136,-0.002052,0.0015,-0.003485,0.005544,0.001431,-0.003156,0.002559,-0.000366,-0.000475,0.001791,0.000862,0.0408
340,-0.000418,0.000851,-0.003711,-0.000577,0.001658,0.000425,0.000717,0.001937,0.001383,-0.0015,0.002359,-0.00265,0.006052,0.002268,-0.002278,0.001801,0.000684,-0.000384,0.002228,0.001393,0.041019
339.5,-0.000119,0.001566,-0.003317,-0.001281,0.001209,0.001469,-0.000376,0.001432,0.000738,-0.002351,0.001487,-0.003474,0.005438,0.001845,-0.002538,0.001905,0.000177,-0.000322,0.002191,0.001056,0.041311
339,-0.000281,0.000845,-0.003332,-0.000612,0.000907,-0.000175,-0.000038,0.001859,0.000915,-0.000353,0.00322,-0.003122,0.004867,0.002416,-0.001511,0.002914,0.00035,-0.000009,0.002935,0.000347,0.041252
338.5,-0.000725,0.000704,-0.003594,-0.001064,0.000773,0.000908,0.000979,0.000903,-0.000573,-0.000271,0.002653,-0.00167,0.006319,0.002064,-0.002491,0.003414,0.00112,-0.000136,0.002863,0.001265,0.04106
338,0.000379,0.001363,-0.002659,-0.00175,0.000505,0.0007,-0.000371,0.00279,0.001336,-0.000916,0.002687,-0.001426,0.005706,0.001898,-0.002225,0.001208,-0.000345,-0.000501,0.002138,0.00264,0.042325
337.5,-0.000294,0.000952,-0.003323,-0.001332,0.000977,0.001478,0.001664,0.000817,0.000813,-0.001063,0.00227,-0.003676,0.003443,0.002206,-0.00198,0.002164,0.001153,-0.000127,0.002941,0.000281,0.041787
337,0.000199,0.00043,-0.002497,-0.00166,0.001843,0.001694,0.000708,0.000709,0.000825,-0.001867,0.001759,-0.004247,0.00509,0.00238,-0.002911,0.00172,0.001227,-0.001162,0.002202,0.002364,0.041921
336.5,-0.000268,0.000715,-0.003012,-0.001743,-0.00013,0.001129,0.001284,-0.000013,-0.000043,-0.001331,0.002503,-0.002375,0.005772,0.001092,-0.003223,0.002686,0.0001,-0.000152,0.002686,0.000901,0.04154
336,0.001124,0.001473,-0.001627,-0.001473,0.000961,0.001489,0.00094,0.001174,0.000538,-0.002136,0.001625,-0.002425,0.005356,0.000163,-0.002479,0.002091,0.00072,-0.000863,0.002613,0.001195,0.041058
335.5,0.000021,0.001303,-0.002689,-0.00201,0.000179,0.001039,0.000691,0.002155,0.000982,-0.001027,0.002054,-0.003109,0.00566,0.002332,-0.001508,0.002509,0.000655,-0.001231,0.002383,0.001079,0.04168
335,0.000291,0.001047,-0.002313,-0.0013,0.000317,0.001105,0.000148,0.00141,0.00087,0.000431,0.003306,-0.002938,0.005595,0.001887,-0.002534,0.003003,0.001104,-0.001232,0.001962,0.001459,0.041016
334.5,0.000022,-0.000707,-0.003377,-0.001704,0.00073,0.001499,0.00097,0.001353,0.000062,-0.00074,0.003301,-0.001887,0.005922,0.001662,-0.002558,0.002036,-0.000701,-0.00108,0.002016,0.000517,0.041858
334,-0.000308,-0.000032,-0.003376,-0.00123,0.000912,0.001631,-0.00005,0.000727,0.000763,-0.002477,0.001966,-0.001932,0.005775,0.002617,-0.002362,0.001697,-0.000108,-0.001355,0.002644,0.001168,0.041597
333.5,-0.000051,0.000743,-0.002881,-0.001814,0.000667,0.001221,0.000978,0.001574,0.000137,0.00033,0.001719,-0.002692,0.005032,0.001721,-0.002859,0.002866,0.001469,-0.001546,0.001739,0.002145,0.041304
333,0.000984,0.0016,-0.003313,-0.001425,-0.000022,0.001722,-0.000038,0.001282,0.000729,-0.001032,0.001873,-0.003348,0.006462,0.001021,-0.003414,0.002324,0.000255,0.000049,0.001817,0.001259,0.04061
332.5,-0.000071,0.000295,-0.002671,-0.001919,0.00172,0.00148,0.001938,0.001984,0.002024,-0.000373,0.002915,-0.002623,0.005183,0.000837,-0.002623,0.00253,0.00027,-0.000205,0.001847,0.001925,0.041125
332,-0.000318,0.000138,-0.003362,-0.001641,0.000497,0.001287,-0.000036,0.000368,0.000504,-0.001701,0.00117,-0.003295,0.005541,0.001931,-0.002451,0.002745,0.000143,-0.000988,0.001775,0.002013,0.041804
331.5,-0.000178,0.000614,-0.002382,-0.001136,0.001143,0.001304,-0.000169,0.001477,0.001378,-0.000016,0.002382,-0.002288,0.006863,0.001051,-0.003042,0.001983,0.00028,-0.000748,0.00244,0.001492,0.040879
331,-0.001145,-0.00008,-0.002494,-0.000479,0.000965,0.001944,0.00066,0.002378,0.002619,0.000341,0.002634,-0.0013,0.007055,0.001071,-0.002988,0.002746,0.001613,-0.00003,0.002461,0.001403,0.041187
330.5,-0.000451,-0.000391,-0.002945,-0.000585,0.001325,0.001241,0.00043,0.002209,0.001414,-0.001021,0.00248,-0.002236,0.006365,0.00138,-0.002968,0.002259,0.000683,-0.000855,0.002732,0.001589,0.040915
