TITLE,Raman_scatter
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/10/23
TIME,10:10:48
SPECTROMETER/DATA SYSTEM,
LOCALE,1037
RESOLUTION,
DELTAX,0.5
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  365.0000
LASTX,  430.0000
NPOINTS,     131
FIRSTY,    27.36006
MAXY,   879.89563
MINY,     2.37078
XYDATA
365.0000,27.3601
365.5000,26.8837
366.0000,26.2087
366.5000,25.4419
367.0000,25.2943
367.5000,25.1516
368.0000,24.2652
368.5000,24.4042
369.0000,24.5109
369.5000,24.681
370.0000,24.8285
370.5000,24.1591
371.0000,23.781
371.5000,23.8512
372.0000,23.5935
372.5000,23.839
373.0000,23.0412
373.5000,22.1551
374.0000,21.9912
374.5000,21.2459
375.0000,20.7393
375.5000,19.6951
376.0000,18.9734
376.5000,17.9107
377.0000,17.8571
377.5000,17.451
378.0000,17.113
378.5000,16.6448
379.0000,16.2494
379.5000,15.7562
380.0000,15.4675
380.5000,15.4538
381.0000,15.3089
381.5000,14.535
382.0000,14.7848
382.5000,13.9571
383.0000,13.6358
383.5000,13.64
384.0000,13.1097
384.5000,13.1287
385.0000,14.0905
385.5000,15.4662
386.0000,17.4575
386.5000,21.2307
387.0000,25.1278
387.5000,32.6056
388.0000,42.1098
388.5000,52.8305
389.0000,69.1446
389.5000,85.3729
390.0000,112.38
390.5000,142.463
391.0000,174.202
391.5000,219.205
392.0000,256.645
392.5000,314.151
393.0000,372.403
393.5000,426.601
394.0000,496.12
394.5000,550.216
395.0000,618.543
395.5000,678.726
396.0000,730.205
396.5000,780.745
397.0000,815.497
397.5000,850.862
398.0000,867.561
398.5000,879.896
399.0000,876
399.5000,859.575
400.0000,838.909
400.5000,803.38
401.0000,754.468
401.5000,694.738
402.0000,635.801
402.5000,571.725
403.0000,498.224
403.5000,442.362
404.0000,374.19
404.5000,321.482
405.0000,267.627
405.5000,215.01
406.0000,179.045
406.5000,143.712
407.0000,118.784
407.5000,93.8077
408.0000,74.6654
408.5000,62.0128
409.0000,51.371
409.5000,42.2257
410.0000,36.7583
410.5000,31.066
411.0000,27.6697
411.5000,24.5511
412.0000,22.2883
412.5000,19.9887
413.0000,18.3131
413.5000,16.4465
414.0000,15.0759
414.5000,13.659
415.0000,12.3801
415.5000,11.2666
416.0000,10.1134
416.5000,9.33241
417.0000,8.22902
417.5000,7.23922
418.0000,6.65374
418.5000,6.48102
419.0000,5.7912
419.5000,5.25413
420.0000,4.75716
420.5000,4.65847
421.0000,4.55608
421.5000,4.37043
422.0000,4.02629
422.5000,3.56704
423.0000,3.50275
423.5000,3.62975
424.0000,3.86492
424.5000,3.69592
425.0000,3.52835
425.5000,3.77006
426.0000,3.87971
426.5000,3.81447
427.0000,3.66761
427.5000,3.21258
428.0000,3.00303
428.5000,2.85315
429.0000,2.57201
429.5000,2.37078
430.0000,2.4833

##### Extended Information
[Comments]
Sample name,Raman_scatter
Comment
Username
Division
Organization,Rupin

[Detailed Information]
Creation date,23/10/2024 10:10

Data array type,Linear data array
Horizontal axis,Wavelength [nm]
Vertical axis,Int.
Start,365 nm
End,430 nm
Data interval,0.5 nm
Data points,131     

[Measurement Information]
Model name,FP-8350
Serial No.,C007962080
  Ex filter holder,None
  Em filter holder,None

Accessory,SCE-146
Accessory S/N,C007962080
  Attachment,Standard Cell Block
  Cell type,10 mm Rectangular Cell

Measurement date,23/10/2024 10:10

Mode,Emission
Ex bandwidth,5 nm
Em bandwidth,5 nm
Response,0.1 sec
Sensitivity,High
Measurement range,365 - 430 nm
Data interval,0.5 nm
Ex wavelength,350.0 nm
Scan speed,2000 nm/min
No. of cycles,1
Auto gain,Off
Shutter control,Open only for measurement
Light source,Xe lamp
Filter,Stop scan for exchanging filter
Auto Zero control,On
Blank correction,Off

