Wavelength (nm),Blank1,F503,F502,F510,F511,F506,F507,F518,F519,F514,F515,F521,F520,F517,F516
473.5,0.000476,0.001325,-0.000477,-0.000884,0.003392,0.00448,0.000033,-0.000189,-0.001092,0.00046,0.000174,0.000983,0.00084,0.000057,0.001734
473,-0.000364,-0.000024,-0.000368,-0.001148,0.002942,0.005284,0.00003,-0.000244,-0.000752,0.000108,-0.000227,0.00009,0.000084,-0.000045,0.001478
472.5,0.000086,0.000839,-0.000283,-0.00114,0.002913,0.004548,-0.000153,-0.000081,-0.000614,-0.000063,-0.000292,0.000569,0.000408,-0.000404,0.001269
472,-0.000061,0.000274,-0.000031,-0.001264,0.003621,0.00463,-0.000088,-0.000129,-0.001022,-0.00047,-0.0002,0.00064,0.000425,-0.000119,0.001608
471.5,0.000025,0.000489,-0.000376,-0.001107,0.002893,0.005404,-0.000195,0.000055,-0.000621,0.000014,-0.000826,-0.000188,-0.00013,0.000197,0.001358
471,0.000027,0.000751,-0.00104,-0.001189,0.002985,0.004616,0.000191,-0.000283,-0.000775,0.000112,-0.00045,0.001103,0.000135,-0.00051,0.00107
470.5,0.000597,0.00119,-0.000288,-0.000689,0.003542,0.00482,-0.000383,0.000028,-0.000678,0.000124,-0.000575,0.000559,0.000492,0.000501,0.001639
470,-0.000003,0.000048,-0.001123,-0.000954,0.00331,0.005143,0.000293,-0.000717,-0.000704,-0.000112,0.000174,0.000797,0.000965,-0.000198,0.001107
469.5,0.000139,0.000355,0.00028,-0.000587,0.0034,0.005081,0.000223,-0.000377,-0.00057,0.000586,0.000402,0.000504,0.000966,-0.00047,0.001356
469,-0.000201,0.000565,-0.001068,-0.000969,0.003355,0.00466,-0.000364,-0.000017,-0.000341,-0.000152,-0.00049,0.001013,0.000578,-0.000294,0.001334
468.5,0.000148,0.001028,-0.001148,-0.00064,0.003556,0.004406,-0.000407,-0.00048,-0.000666,0.000114,-0.000088,0.000905,0.000597,-0.000339,0.001181
468,0.000266,0.000962,-0.000377,-0.000537,0.003154,0.00522,-0.000025,-0.000305,-0.000961,-0.000181,-0.000286,0.00027,0.000341,-0.000357,0.001427
467.5,0.000508,0.000787,-0.000356,-0.000704,0.00313,0.00493,0.000285,0.000013,-0.000342,0.000507,-0.000024,0.000399,0.000516,-0.000305,0.001172
467,-0.000194,0.000421,0.00009,-0.000861,0.003026,0.005211,-0.000159,-0.000257,-0.000622,0.00039,0.000479,0.000688,0.00016,-0.00029,0.001387
466.5,0.000197,0.000506,-0.000937,-0.001024,0.003099,0.005153,-0.000232,-0.000462,-0.000612,0.000794,-0.000015,0.00019,0.000645,-0.000264,0.000631
466,-0.000335,0.000156,-0.000668,-0.000903,0.003195,0.004877,-0.000385,-0.000244,-0.000984,0.000398,0.000091,0.000657,0.000505,-0.000581,0.001146
465.5,0.000147,0.000883,-0.000321,-0.001236,0.002963,0.005164,0.000007,0.000247,-0.000409,0.000289,-0.000019,0.000256,0.000448,0.000298,0.00137
465,0.000072,0.00087,-0.000509,-0.001294,0.002964,0.00478,-0.000553,0.00006,-0.000695,0.000282,-0.000099,0.000487,0.000661,-0.000131,0.001461
464.5,0.000041,0.000698,-0.000751,-0.001044,0.002949,0.004982,0.000232,-0.000332,-0.000628,0.000663,0.000008,0.000504,0.000284,-0.000573,0.000901
464,0.00007,0.000808,-0.000417,-0.001156,0.002941,0.004729,0.000331,0.000259,-0.000479,-0.000131,-0.000217,0.000483,0.000245,0.000007,0.000948
463.5,-0.000355,0.000698,0.000008,-0.001444,0.002618,0.004489,-0.000325,0.000188,-0.000531,0.000187,-0.000337,0.000918,0.000768,0.000025,0.001275
463,-0.000336,0.000821,-0.000025,-0.001132,0.002801,0.004836,-0.000117,-0.000392,-0.000721,0.000923,0.000678,0.000816,0.000922,0.000571,0.001589
462.5,0.000353,0.000621,-0.001029,-0.000922,0.002817,0.005114,-0.000408,0.000022,-0.000483,-0.000045,-0.000507,0.00127,0.000837,0.00008,0.001432
462,0.000206,0.00048,-0.000863,-0.001051,0.002895,0.005188,0.000183,-0.000369,-0.000863,0.000353,0.000023,0.000102,0.000475,-0.000105,0.001229
461.5,0.000107,0.000431,-0.00068,-0.000635,0.003428,0.005119,-0.000331,-0.000009,-0.000784,0.000154,-0.000064,0.000917,0.00074,-0.000269,0.001063
461,0.000284,0.000788,-0.000911,-0.001403,0.002823,0.005325,0.000126,-0.000429,-0.00109,0.000009,-0.000228,0.000924,0.001019,0.000126,0.001508
460.5,-0.000205,0.000544,-0.00086,-0.001395,0.003122,0.004947,0.000004,0.000358,0.000099,0.000874,0.000392,0.000442,0.000533,-0.000547,0.00139
460,0.000463,0.000889,-0.000329,-0.001371,0.003051,0.005428,-0.000022,-0.00023,-0.000606,0.000404,0.000085,0.000198,0.000368,-0.000328,0.001452
459.5,-0.000155,0.000519,-0.000686,-0.001079,0.002934,0.005086,-0.000063,-0.000115,-0.000432,0.000688,-0.000311,0.000833,0.00127,-0.000294,0.001035
459,0.000024,0.000699,-0.000306,-0.001173,0.00317,0.005067,0.000179,0.000021,-0.00065,0.000331,0.000058,0.000388,0.000359,-0.000064,0.001279
458.5,0.000021,0.000731,-0.000367,-0.001091,0.002766,0.004915,-0.000405,-0.000266,-0.000754,0.000078,0.000071,0.000327,0.000455,0.00017,0.001313
458,0.000561,0.001373,-0.000377,-0.001077,0.003885,0.004751,-0.000295,0.00007,0.000009,0.000391,-0.000295,-0.000037,0.000875,0.000083,0.001251
457.5,0.000286,0.000747,-0.00014,-0.000882,0.003043,0.005293,0.00026,-0.000428,-0.000809,0.000142,0.000056,0.000283,0.000412,-0.000026,0.001727
457,0.000044,0.000896,-0.000714,-0.000507,0.003873,0.005518,0.000086,-0.00015,-0.00038,-0.000259,-0.000371,0.000093,0.000236,0.000111,0.001427
456.5,-0.000038,0.000561,-0.000176,-0.000997,0.003565,0.005253,-0.000144,-0.000337,-0.000647,0.000398,0.00005,0.000554,0.000277,-0.000301,0.000821
456,-0.000341,0.000463,-0.000921,-0.001016,0.003055,0.004868,0.000104,-0.000053,-0.000688,0.000616,0.000491,0.000886,0.00023,0.000083,0.001286
455.5,-0.000115,0.00026,-0.000484,-0.001429,0.003214,0.005189,-0.000312,-0.000623,-0.001518,-0.000302,-0.00086,0.00012,0.001098,0.000207,0.001428
455,-0.000694,0.000236,-0.000352,-0.000297,0.003395,0.004598,-0.000241,0.000373,-0.000611,0.000681,0.00005,0.000652,0.00062,-0.000004,0.001044
454.5,0.000958,0.000997,-0.000899,-0.00079,0.003181,0.005584,0.000584,-0.000035,-0.000763,-0.000066,-0.00013,0.000857,0.000703,0.000457,0.001451
454,-0.000089,0.000664,-0.000474,-0.001145,0.002927,0.004893,0.000141,-0.000102,-0.000456,0.000298,-0.000256,-0.000147,0.000453,-0.000008,0.001387
453.5,0.00004,0.00107,-0.000428,-0.001053,0.003534,0.005068,-0.000361,0.0002,-0.000784,0.000515,0.000176,0.000515,0.000497,-0.000163,0.001152
453,0.000118,0.000713,-0.001049,-0.001155,0.003714,0.004874,-0.000207,-0.000209,-0.000609,-0.000045,0.000412,0.000407,0.000551,-0.000152,0.001405
452.5,0.000502,0.00116,-0.000819,-0.000898,0.003157,0.005147,0.000067,0.000107,-0.000555,0.00015,-0.000199,0.000686,0.000772,-0.000084,0.001719
452,-0.000514,0.000788,-0.000355,-0.001106,0.003211,0.005319,0.000456,-0.000216,-0.000389,0.000481,0.000098,0.000037,0.0004,-0.000358,0.001235
451.5,-0.000418,0.000617,0.000207,-0.001429,0.003441,0.00524,-0.000234,-0.00018,-0.000661,0.000289,0.000065,0.000622,0.000742,-0.000388,0.000957
451,0.000721,0.000875,-0.000153,-0.001656,0.003197,0.00466,-0.000274,-0.000076,-0.000925,0.00039,-0.000293,0.000537,0.00093,0.000334,0.001976
450.5,-0.000176,0.000676,-0.000506,-0.000828,0.003361,0.004932,-0.000421,0.000064,-0.000728,-0.000037,0.000033,0.001134,0.000832,0.00004,0.001763
450,0.000289,0.000837,-0.000478,-0.000536,0.0035,0.00509,-0.000207,0.000143,-0.000638,0.000024,-0.000075,0.001256,0.001128,-0.000173,0.001387
449.5,-0.000496,0.000646,-0.000347,-0.001096,0.003333,0.004666,-0.000399,0.000218,-0.000487,0.000054,-0.00003,0.000458,0.000492,-0.000504,0.00134
449,0.000129,0.000663,-0.00053,-0.001106,0.0033,0.005109,0.00037,0.000249,-0.000631,0.00059,0.000227,0.000598,0.001023,0.00025,0.001582
448.5,0.000155,0.000939,-0.000438,-0.001025,0.003694,0.005205,-0.000116,0.000086,-0.000434,0.000671,0.000049,0.000852,0.000787,-0.000084,0.001342
448,-0.000064,0.000834,-0.00025,-0.001275,0.003023,0.005127,-0.000047,-0.000065,-0.00033,0.000103,-0.000158,0.000007,0.000133,-0.000049,0.001678
447.5,0.000371,0.00074,-0.000796,-0.001232,0.003086,0.00531,-0.000001,-0.000717,-0.001112,0.000054,-0.000327,0.000222,0.000566,-0.000295,0.001581
447,-0.000079,0.00086,-0.00058,-0.000358,0.003723,0.005156,0.000135,-0.000181,-0.000771,0.000729,0.000397,0.000609,0.001166,0.00047,0.00168
446.5,0.000085,0.000424,-0.000261,-0.000713,0.003648,0.004663,-0.000228,-0.000308,-0.000204,0.00021,-0.000399,0.000286,0.000223,0.000071,0.000378
446,0.00014,0.000996,-0.000135,-0.001436,0.003192,0.005501,0.000201,0.000309,-0.000286,0.000421,-0.000078,0.001117,0.000758,0.000472,0.00202
445.5,0.000413,0.00136,-0.000743,-0.00056,0.003321,0.004875,-0.000571,0.000271,-0.000851,0.000516,-0.000349,0.000208,0.000743,0.000001,0.0013
445,0.000146,0.000844,-0.000471,-0.00091,0.002867,0.005228,-0.000115,0.000094,-0.000404,-0.000026,-0.000346,0.000635,0.00064,0.000101,0.00181
444.5,-0.000177,0.000762,-0.000902,-0.000851,0.003472,0.005043,0.000164,-0.000156,-0.000727,0.000356,-0.000079,0.000954,0.000809,0.000035,0.001
444,-0.000142,0.000533,-0.000269,-0.000986,0.003433,0.005381,-0.000228,-0.000673,-0.000781,0.000041,-0.000776,0.000909,0.00064,0.000109,0.001589
443.5,-0.000352,0.000499,-0.000722,-0.000753,0.003414,0.004748,-0.000302,0.000234,0.000153,0.000158,-0.000646,0.000489,0.000305,-0.000369,0.001106
443,0.000234,0.000948,-0.000446,-0.000763,0.003791,0.005705,0.000421,0.000025,-0.000667,-0.000349,-0.000589,0.000516,0.000539,0.000302,0.001808
442.5,0.000671,0.001229,-0.00079,-0.000777,0.003358,0.005068,0.000116,0.000327,-0.000606,0.000588,-0.000553,0.000889,0.000823,-0.000083,0.00167
442,-0.000189,0.000613,-0.001095,-0.000858,0.00367,0.004884,-0.000043,-0.000479,-0.00071,0.000147,-0.000345,0.001065,0.000887,0.00018,0.001739
441.5,-0.000041,0.001365,-0.000554,-0.001538,0.002928,0.005453,-0.000263,-0.000484,-0.000562,0.000231,-0.000193,0.000591,0.000774,0.000395,0.001418
441,-0.000137,0.000347,-0.000527,-0.001101,0.003738,0.005237,-0.000314,0.000155,-0.000447,-0.000036,-0.000288,0.000504,0.00041,0.000046,0.001252
440.5,-0.000129,0.000945,-0.000302,-0.00125,0.003949,0.005559,0.000056,-0.000023,-0.000199,0.000353,-0.000029,-0.000025,0.000609,-0.0002,0.001444
440,-0.000028,0.00065,-0.000748,-0.001195,0.002993,0.005687,0.000253,-0.000395,-0.000665,0.000287,0.000357,0.000564,0.000768,-0.000174,0.001441
439.5,0.000089,0.001101,-0.000655,-0.000836,0.003657,0.005023,0.000281,-0.000062,-0.000645,0.000805,0.000346,0.000999,0.00082,-0.000589,0.00061
439,-0.000339,0.000688,-0.000792,-0.001197,0.003544,0.005465,-0.000115,-0.00064,-0.000815,0.00004,-0.000279,0.000491,0.001021,-0.000181,0.001441
438.5,0.000123,0.001026,-0.000641,-0.000998,0.003339,0.005005,0.000387,0.000149,-0.000438,-0.000087,-0.000131,0.001002,0.000856,0.000033,0.001428
438,-0.000497,0.000786,0.000221,-0.001206,0.003394,0.005805,-0.000261,0.000045,-0.000303,0.000125,-0.000323,0.000363,0.000114,-0.000845,0.000995
437.5,-0.000258,0.000737,-0.000773,-0.001064,0.003103,0.005912,0.000263,-0.000105,-0.000958,-0.000076,-0.000615,0.000416,0.00098,0.000172,0.001652
437,-0.000098,0.001105,-0.00008,-0.001633,0.002546,0.005768,0.000294,-0.000525,-0.000802,0.000633,0.000265,0.000981,0.000876,-0.00007,0.001203
436.5,0.00009,0.001015,-0.000756,-0.000849,0.00407,0.004978,-0.000516,-0.000181,-0.000708,0.000161,0.000148,0.001365,0.000688,-0.000295,0.001374
436,-0.000086,0.000849,-0.001044,-0.001347,0.003272,0.004895,-0.000175,-0.000228,-0.000774,-0.00022,-0.000951,0.001113,0.000545,0.000062,0.001415
435.5,0.000406,0.00123,-0.00034,-0.000912,0.003797,0.005378,-0.000143,0.000036,-0.000564,0.00041,0.000062,0.000551,0.000541,0.000137,0.001603
435,-0.000303,0.000889,-0.000578,-0.000557,0.003949,0.005002,-0.000275,-0.000282,-0.000889,0.000103,-0.000391,0.001026,0.000321,0.000291,0.001529
434.5,-0.000039,0.000687,-0.00052,-0.000669,0.003596,0.004984,-0.000073,0.000226,-0.000542,-0.000712,-0.000838,0.000029,0.000229,0.000056,0.001365
434,0.000217,0.000668,-0.000697,-0.00146,0.003447,0.005437,-0.000425,-0.00031,-0.000698,0.000659,-0.000056,0.000416,0.00094,0.00006,0.001962
433.5,0.000626,0.001145,-0.000464,-0.00091,0.003673,0.005696,-0.000272,-0.000173,-0.000811,0.000319,-0.000364,0.000098,0.000568,-0.000386,0.00097
433,-0.000279,0.000957,0.000033,-0.001257,0.00316,0.005709,0.0004,-0.00025,-0.000445,-0.000037,-0.000603,0.000084,0.00042,-0.000639,0.000958
432.5,0.000447,0.000909,-0.000722,-0.001159,0.00379,0.005088,-0.000098,-0.00037,-0.000535,0.000208,-0.000002,0.001033,0.000941,-0.000332,0.001596
432,0.000222,0.000742,-0.000052,-0.000766,0.003984,0.005504,-0.00006,-0.000041,0.000512,0.000764,0.000079,0.001171,0.000951,0.000374,0.001545
431.5,0.000281,0.001221,-0.000331,-0.00136,0.003461,0.005279,-0.000631,0.000134,-0.00051,0.000545,-0.000271,0.000538,0.000657,0.000234,0.001513
431,0.000266,0.000541,-0.000865,-0.000734,0.003577,0.004857,-0.000405,0.000103,-0.000411,0.000191,-0.000382,0.000247,0.000418,0.000179,0.001441
430.5,0.000789,0.001307,0.000017,-0.000857,0.003221,0.005062,-0.000245,-0.000608,-0.00099,0.000206,-0.000124,0.001127,0.000741,0.000018,0.001736
430,0.000377,0.001306,-0.000128,-0.000982,0.003695,0.005399,-0.000002,0.000227,-0.000218,-0.000135,-0.00023,0.00097,0.000622,-0.000229,0.001441
429.5,0.000008,0.000853,0.000176,-0.000976,0.003658,0.005537,0.000333,-0.000623,-0.000697,0.000273,0.000026,0.00021,0.000823,0.000128,0.001851
429,0.000257,0.000516,-0.000723,-0.001081,0.00305,0.005017,-0.000301,0.000107,-0.00042,0.000153,-0.000671,0.000857,0.000958,0.000338,0.001626
428.5,-0.000395,0.000394,-0.000289,-0.000803,0.003568,0.005435,-0.000067,-0.000147,-0.000543,0.000073,-0.000128,0.000812,0.000341,-0.000164,0.001782
428,-0.000002,0.000697,0.000179,-0.000723,0.003459,0.005213,0.00004,-0.000239,-0.000532,-0.000118,-0.000236,0.000284,0.000254,0.00038,0.001105
427.5,-0.000285,0.000456,-0.000818,-0.000906,0.003409,0.005221,-0.000099,-0.000199,-0.000551,-0.000153,-0.000174,0.000263,0.000639,0.000091,0.001358
427,0.000081,0.000715,-0.000704,-0.001279,0.003657,0.005822,0.000313,0.000131,-0.000133,0.000443,0.000526,0.000203,0.000285,0.000155,0.001313
426.5,0.00027,0.000787,-0.00032,-0.001532,0.00343,0.005468,-0.000021,-0.000119,-0.000396,-0.000273,-0.000274,0.00047,0.000505,0.000218,0.001429
426,-0.000155,0.000639,-0.000833,-0.001004,0.0036,0.005341,0.000117,0.000078,-0.000605,0.000302,-0.000001,0.000694,0.000981,-0.000195,0.001432
425.5,0.000217,0.000953,-0.000285,-0.000666,0.003831,0.004827,-0.000418,-0.000131,-0.000704,0.000164,0.000142,0.000928,0.000909,0.000374,0.001488
425,0.000055,0.001296,-0.000621,-0.001254,0.004186,0.00529,0.000254,0.000565,-0.000253,-0.000133,-0.000511,0.000609,0.000795,0.000373,0.001482
424.5,0.000067,0.001186,-0.00049,-0.001003,0.003954,0.005649,-0.000433,0.000246,-0.00029,0.000499,-0.000261,0.000805,0.001005,0.000367,0.001597
424,-0.000076,0.000854,-0.000691,-0.001065,0.003703,0.005592,0.000004,0.000005,-0.000709,0.000292,-0.000084,0.000505,0.00081,-0.000192,0.00151
423.5,0.000147,0.000823,-0.000433,-0.001,0.003837,0.005391,-0.000331,-0.000322,-0.000902,0.000466,0.000246,0.0003,0.000814,0.000008,0.001771
423,0.00004,0.000657,-0.000819,-0.000471,0.004182,0.005392,0.000229,-0.000324,-0.000378,0.000503,-0.000375,0.000361,0.000368,0.000497,0.002322
422.5,0.000219,0.001095,-0.000355,-0.001059,0.004252,0.005536,0.0005,-0.000288,-0.001021,0.00012,-0.000424,0.000814,0.001389,-0.000102,0.001415
422,0.000441,0.00071,-0.00077,-0.000922,0.004027,0.0057,0.000304,0.000119,-0.000483,0.000319,-0.000126,0.000638,0.000773,-0.000241,0.00133
421.5,-0.000206,0.000783,0.000015,-0.001012,0.004093,0.005116,-0.000251,-0.000163,-0.000599,0.000531,0.000159,0.000635,0.000621,-0.000345,0.001855
421,0.000417,0.001302,-0.000539,-0.000973,0.003991,0.005791,0.000083,0.000073,-0.000295,0.000387,-0.000461,0.00015,0.000407,-0.00035,0.001235
420.5,0.000259,0.001153,-0.000971,-0.001175,0.003563,0.005606,-0.000169,-0.000604,-0.00071,-0.000029,-0.000405,0.000994,0.000633,0.000444,0.001919
420,-0.000449,0.000645,-0.000692,-0.000999,0.003146,0.005916,0.000724,-0.0006,-0.000432,0.000421,-0.000077,0.000485,0.000315,0.000177,0.000822
419.5,-0.000178,0.000787,-0.000352,-0.000567,0.004117,0.005789,-0.000103,-0.000049,-0.000314,0.000164,-0.000198,0.000618,0.000688,-0.000169,0.00109
419,0.000196,0.000913,-0.000492,-0.001258,0.003568,0.006003,0.000177,0.000149,-0.000563,0.000163,0.000154,0.000924,0.00085,-0.000612,0.001496
418.5,0.000198,0.000723,-0.000784,-0.001217,0.003345,0.005145,-0.000463,-0.000342,-0.00032,0.000999,0.000136,0.000919,0.000824,-0.000468,0.001039
418,-0.000322,0.000132,-0.000307,-0.001296,0.003671,0.005295,-0.000279,-0.000051,-0.000467,-0.000392,-0.000055,0.000451,0.000614,0.000656,0.001765
417.5,0.000001,0.000763,-0.00069,-0.001473,0.003631,0.005396,0.000165,0.000437,-0.000504,0.000433,-0.0004,0.000412,0.001459,0.000402,0.001856
417,-0.000929,0.000217,-0.000093,-0.001215,0.003785,0.005972,0.000076,-0.000445,-0.000842,0.000007,0.000381,0.00055,0.001208,0.000449,0.001541
416.5,-0.000131,0.000259,-0.000672,-0.0007,0.003923,0.004923,-0.000347,-0.000366,-0.000336,0.000062,0.000376,-0.000052,-0.00044,-0.000024,0.001223
416,-0.000041,0.001007,-0.000923,-0.000825,0.003377,0.005533,0.000001,0.000446,-0.000846,0.000508,-0.000286,0.001314,0.001103,-0.000115,0.001624
415.5,0.000363,0.001143,-0.000557,-0.001235,0.003771,0.005442,0.000072,-0.000386,-0.000979,-0.000003,0.000183,0.000688,0.000629,0.000558,0.002111
415,-0.000465,0.000278,-0.000705,-0.001161,0.003178,0.005398,0.000189,-0.000065,-0.000704,0.000221,-0.000538,0.000457,0.000834,0.000248,0.001587
414.5,0.000278,0.00099,-0.001108,-0.00127,0.00382,0.005343,0.000311,-0.000004,-0.001202,-0.000384,-0.000471,0.000541,0.000382,-0.000008,0.001534
414,0.000579,0.001552,-0.000802,-0.00085,0.003777,0.005022,-0.00027,0.000078,-0.000439,0.000387,-0.000089,0.000449,0.000729,0.000586,0.001701
413.5,-0.000525,0.000957,-0.000391,-0.001026,0.003808,0.005396,0.000021,-0.000019,-0.000364,-0.000632,0.000247,0.000495,0.000771,0.000393,0.001958
413,-0.000007,0.000908,-0.000171,-0.001438,0.003345,0.005766,0.000192,-0.000328,-0.000501,0.000314,0.000294,0.00018,0.00054,0.000541,0.001521
412.5,-0.000267,0.000337,-0.000194,-0.00043,0.003357,0.006115,0.00009,0.000006,-0.000578,0.000613,0.000358,0.000639,0.000791,0.000742,0.002034
412,0.000013,0.000732,-0.000306,-0.001806,0.003862,0.005815,0.000429,0.000514,0.000203,0.000398,-0.000238,-0.000059,0.00067,0.0003,0.001427
411.5,-0.00016,0.000552,-0.000303,-0.00109,0.003726,0.005904,-0.000129,-0.000039,-0.000502,-0.000174,-0.000593,0.001064,0.001333,-0.00001,0.001096
411,-0.000547,-0.000046,-0.000168,-0.00086,0.003643,0.005834,0.000934,-0.000275,-0.000626,-0.000447,0.000152,0.000462,0.000073,0.000455,0.001655
410.5,-0.000054,0.000926,0.000096,-0.001462,0.003642,0.005103,-0.000147,0.000141,-0.00102,0.000907,0.000501,0.000872,0.001299,-0.000005,0.001979
410,0.000058,0.000738,-0.001243,-0.001117,0.003778,0.005765,0.000079,0.00027,-0.000308,-0.000172,-0.000672,0.000957,0.0012,0.000516,0.001497
409.5,-0.000119,0.001076,-0.001038,-0.001745,0.00337,0.004911,0.000054,-0.000582,-0.000391,0.000335,0.000298,0.000474,0.000534,0.000855,0.002026
409,0.000078,0.000748,-0.000564,-0.000328,0.004207,0.005497,0.000422,-0.000796,-0.000539,0.001025,-0.000405,0.001657,0.000867,-0.000614,0.001573
408.5,0.000143,0.001163,-0.001171,-0.001615,0.004173,0.005694,-0.000428,-0.000254,-0.000227,-0.000445,0.000174,0.001082,0.001195,0.000365,0.002542
408,-0.000223,-0.000014,-0.00053,-0.000403,0.004893,0.006176,0.000486,-0.00016,-0.000975,0.000694,0.000017,0.000416,0.000753,0.000409,0.001048
407.5,-0.000119,0.001025,-0.00067,-0.000716,0.004228,0.005565,0.0004,-0.000377,-0.000354,0.000206,0.000772,0.000467,0.001175,0.000079,0.002132
407,0.000592,0.000871,-0.000591,-0.001388,0.003861,0.00564,0.000372,-0.000076,-0.000952,0.000183,0.000118,0.001116,0.000406,-0.000487,0.002171
406.5,-0.000471,0.000596,-0.000803,-0.000826,0.004116,0.005811,0.000326,-0.000076,-0.000272,0.000001,-0.000079,0.000026,-0.000066,0.000487,0.001201
406,-0.000103,0.001203,-0.001218,-0.000655,0.004478,0.006145,0.000016,0.000425,-0.000165,0.000554,-0.000044,0.000383,0.000336,0.000433,0.001755
405.5,0.000099,0.001166,-0.00032,-0.000948,0.004183,0.004907,-0.000993,0.000035,-0.000496,0.000886,0.00073,0.001293,0.000677,0.000542,0.002123
405,0.000334,0.001318,-0.00004,-0.000919,0.004244,0.005748,-0.000241,-0.000223,-0.000452,0.000082,0.000073,0.000407,0.000584,-0.000388,0.001096
404.5,0.000399,0.001063,-0.000858,-0.001389,0.00428,0.005176,0.00107,-0.000603,-0.000888,0.00033,-0.00044,0.000313,0.000522,0.000226,0.001097
404,-0.000869,-0.000302,-0.000537,-0.000108,0.003669,0.005733,0.000001,-0.000431,-0.000579,0.000549,-0.000166,0.000883,0.000766,-0.000279,0.002047
403.5,0.000273,0.000922,-0.000399,-0.001639,0.004272,0.004787,0.000261,-0.000137,-0.000566,0.000482,-0.000273,0.001415,0.000946,0.000362,0.002261
403,-0.000365,0.001708,-0.000596,-0.000657,0.004759,0.0057,0.000687,-0.000353,-0.001568,0.000154,0.0011,0.001152,0.000852,0.000512,0.001893
402.5,-0.00021,0.001176,0.000031,0.000157,0.00398,0.006186,0.000169,0.000601,-0.000084,0.001102,0.001054,0.000362,0.000911,-0.000683,0.002398
402,0.000055,0.000981,-0.000916,-0.000787,0.003825,0.00575,-0.000004,-0.00059,-0.001263,-0.00061,-0.000201,0.000117,0.000045,0.000953,0.001746
401.5,0.0002,0.000233,-0.000786,-0.000856,0.004396,0.005042,-0.000379,0.000868,-0.000078,0.000889,-0.000469,0.000613,0.001202,0.001332,0.001249
401,0.00013,0.000479,-0.000186,-0.00157,0.003516,0.006539,0.00008,-0.00022,-0.000362,0.000298,-0.00051,0.001333,0.001322,0.000294,0.001786
400.5,-0.000316,0.00073,-0.000519,-0.000909,0.004448,0.006317,0.000327,-0.00051,-0.00077,-0.000006,-0.000077,-0.00061,-0.000131,-0.000633,0.001202
400,-0.000525,0.000021,0.000104,-0.00034,0.004938,0.006062,0.00088,-0.000797,-0.001404,0.000372,0.000246,0.00077,0.001582,0.00068,0.001159
399.5,0.000383,0.000926,0.000442,-0.000465,0.003786,0.006313,0.000035,-0.000042,0.00023,0.000464,0.000111,0.001007,0.001293,-0.00002,0.00177
399,-0.000737,0.000461,-0.000937,-0.001047,0.004619,0.006237,-0.000549,0.000173,-0.000609,0.00047,0.000135,0.000969,0.000641,0.000597,0.002176
398.5,-0.000693,0.000956,-0.000406,-0.000199,0.005087,0.006141,-0.000344,0.00095,0.000431,0.000811,-0.000005,0.000398,0.001783,0.000114,0.001987
398,-0.000429,0.000656,0.000929,-0.001297,0.004071,0.004531,-0.000527,-0.000151,0.000179,0.000829,0.000134,0.000441,0.000923,0.001262,0.001992
397.5,0.000559,0.001061,-0.000074,-0.001203,0.003964,0.005775,0.000207,-0.000652,-0.000506,0.000494,0.000531,0.001143,0.001042,0.000259,0.002242
397,-0.000563,0.000804,0.000104,-0.001028,0.004412,0.00565,0.000333,-0.000129,-0.000421,0.000879,-0.001152,-0.000263,0.000217,0.000144,0.001094
396.5,-0.000002,0.001134,-0.000539,-0.001489,0.003451,0.006848,0.000463,-0.000272,-0.000217,0.000038,-0.000707,0.000719,0.000817,0.000109,0.001678
396,-0.000242,0.000967,-0.001027,-0.001322,0.00402,0.005121,0.000311,-0.000178,-0.000794,-0.000706,-0.000512,-0.000014,0.000064,0.000631,0.002428
395.5,-0.000735,0.000839,-0.000343,-0.000421,0.004749,0.006522,0.000236,0.000081,-0.000401,0.00003,0.000018,0.000257,0.00051,0.00019,0.001392
395,-0.000072,0.001495,0.000256,-0.001881,0.004536,0.006122,0.00064,-0.000033,-0.0006,0.000327,0.000358,0.001291,0.00112,-0.000497,0.001579
394.5,0.000138,0.000843,-0.000619,-0.001021,0.004374,0.006142,0.000526,-0.000525,-0.001314,-0.000342,-0.001077,0.001218,0.000874,0.000717,0.001972
394,0.000061,0.000717,-0.000734,-0.001344,0.004891,0.005861,-0.000351,0,-0.00035,0.000005,0.000132,0.001212,0.000941,-0.000904,0.001055
393.5,0.000161,0.000592,-0.000716,-0.001255,0.004049,0.006284,0.000117,-0.00035,-0.000809,0.000524,-0.000267,0.000883,0.001674,0.000345,0.001349
393,0.000165,0.001443,0.000208,-0.001347,0.004467,0.004714,0.000172,0.000779,-0.000525,0.000641,-0.000634,0.000666,0.000809,0.000077,0.002263
392.5,0.000291,0.001172,-0.000593,-0.001251,0.00375,0.006061,0.000556,0.000015,0.000078,-0.000255,-0.000172,0.000546,0.000486,-0.000331,0.001398
392,0.00018,0.001524,-0.000187,-0.000911,0.004168,0.006174,0.000928,0.000447,-0.000086,-0.000234,-0.000114,0.000906,0.001114,0.00006,0.000874
391.5,-0.000042,0.000445,-0.00057,-0.000826,0.004715,0.005284,-0.000455,0.000482,0.000789,-0.000564,-0.000966,0.000865,0.001297,0.000527,0.002089
391,0.000447,0.001064,-0.000364,-0.001175,0.004957,0.006223,0.000468,0.000314,-0.000282,-0.000323,-0.000075,0.000615,0.001155,-0.000128,0.001142
