TITLE,Blank1
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2024/10/29
TIME,10:41:37
SPECTROMETER/DATA SYSTEM,JASCO Corp., FP-8350, Rev. 1.00
DELTAX,2
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  300.0000
LASTX,  560.0000
NPOINTS,     131
FIRSTY,    23.58417
MAXY,    46.76525
MINY,    -4.43472
XYDATA
,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450
300,23.5842,13.5084,27.253,37.0734,34.5185,29.4728,18.1044,16.0739,30.2385,52.2087,64.4324,101.75,336.698,1324.91,3513.99,5784.11,5900.21,3801.15,1494.54,458.022,183.171,169.21,168.964,182.146,190.109,259.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,21.6363,15.749,27.5188,34.4671,34.6689,30.6571,31.1194,16.4686,26.0885,44.3974,52.9929,61.7013,145.103,492.88,1738.86,4089.99,5995.98,5418.11,3048.13,1177.11,339.058,164.657,158.239,173.35,162.68,182.148,233.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,14.0516,17.4945,23.3488,29.0629,31.6452,32.6673,37.0948,18.3042,23.3778,43.6785,46.0492,46.6628,81.6607,174.961,592.76,2083.4,4501.5,5959.23,4920.03,2637.5,920.537,261.668,147.364,155.188,149.76,154.018,173.723,231.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,13.3018,15.8948,18.579,35.891,24.5692,30.1507,43.589,28.1688,24.8327,43.8265,37.2213,38.6775,53.6138,86.9735,227.107,772.418,2439.65,4734.33,5809.79,4497.5,2253.5,758.21,224.386,142.862,140.884,153.207,153.557,176.037,227.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,12.1315,14.5926,16.1785,33.5002,25.088,31.2821,43.819,40.2446,24.0266,34.954,29.7514,35.8897,35.9675,56.7838,110.59,261.189,991.36,2823.34,5064.23,5646.66,3965.69,1845.01,583.016,190.69,128.329,144.707,147.171,155.76,165.267,212.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,13.0017,18.4742,21.537,24.656,23.3187,22.2099,37.791,41.5494,30.3217,37.8432,29.7832,30.1481,32.4897,39.5103,64.6017,102.415,324.183,1228.27,3189.88,5210.98,5236.2,3466.77,1532.11,466.643,164.603,128.941,135.63,134.944,142.972,149.653,215.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,10.3867,19.9253,17.0984,19.6784,22.7855,19.4288,25.5231,36.662,33.31,44.7201,32.0137,23.2346,33.1496,33.5044,51.4456,58.2505,130.492,412.694,1470.32,3520.76,5155.64,4818.99,2973.27,1220.65,365.122,143.454,122.743,118.585,133.815,127.671,149.88,203.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,19.716,21.6807,11.848,14.349,22.7317,22.2603,25.3946,31.3062,36.8899,44.0434,35.5093,26.0739,32.1594,31.0964,43.8655,48.9595,78.9409,155.101,546.097,1747.55,3769.52,5017.4,4376.56,2510.12,959.335,287.59,128.033,108.786,122.612,123.4,123.918,141.395,195.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,23.4811,18.0185,10.5735,14.4971,20.6938,25.3349,26.7301,26.9454,31.9978,48.1201,37.2987,27.3409,32.0987,25.0133,39.3151,43.2719,60.001,89.4095,205.301,659.686,2032.48,3914.01,4907.74,3905.38,2070.59,739.996,223.006,110.593,104.984,115.187,117.005,114.194,131.666,176.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
