TITLE,F561
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2024/10/30
TIME,12:56:11
SPECTROMETER/DATA SYSTEM,JASCO Corp., FP-8350, Rev. 1.00
DELTAX,2
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  300.0000
LASTX,  560.0000
NPOINTS,     131
FIRSTY,   566.52478
MAXY,   920.32751
MINY,     0.00000
XYDATA
,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450
300,566.525,670.83,801.113,950.483,1145.26,1363.01,1666.12,2109.44,2576.58,3072.58,3701.07,4250.74,5170,6560.74,9090.88,10000,10000,8242.34,5260.47,3080.35,1739.22,1013.63,652.255,467.769,371.455,427.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,633.513,708.788,830.882,932.197,1201.17,1398.49,1698.76,2067.27,2511.58,3026.33,3591.11,4111.37,4780.73,5583.31,7155.54,9352.87,10000,9766.01,6784.93,3718.3,1859.61,1031.83,669.591,480.849,375.795,347.754,380.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,705.152,734.227,832.757,932.438,1168.92,1398.14,1764.25,2055.56,2445.53,2932.72,3457.95,3936.95,4521.69,5032.15,5774.34,7143.05,9299.25,10000,8566.3,5035.15,2389.03,1157.39,677.178,494.615,399.65,342.31,308.585,352.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,695.136,756.865,831.757,959.307,1153.84,1377.37,1717.65,1996.19,2404.99,2795.02,3300.34,3740.26,4253.58,4734.72,5045.84,5546.46,6996.31,9024,9289.66,6770.53,3641.88,1614.81,762.346,506.267,413.362,359.804,307.537,290.785,358.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,702.948,792.69,873.503,1001.41,1151.34,1370.66,1657.43,1930.42,2309.11,2676.86,3090.39,3523.45,3984.35,4429.16,4610.09,4721.24,5256.26,6804.01,8405.7,7843.96,5285.21,2643.14,1099.02,583.841,447.294,379.228,327.229,290.496,285.421,340.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,752.168,796.996,892.516,1024.98,1141.78,1325.55,1600.15,1845.29,2162.47,2520.6,2894.73,3357.92,3691.32,4071.85,4204.74,4236.79,4255.02,4894.34,6384.9,7357.38,6564.96,4245.57,1994.5,884.043,519.038,399.016,354.181,307.716,279.109,278.648,327.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,779.966,765.855,879.285,997.889,1124.66,1292.67,1534.47,1737.9,2031.86,2395.86,2711.95,3104.3,3397.67,3779.49,3914.48,3846.17,3728.44,3791.57,4434.29,5598.2,6561.88,5688.94,3467.15,1634.57,733.306,442.839,367.344,333.618,290.134,270.189,262.327,317.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,780.303,764.946,884.073,946.835,1072.73,1255.22,1421.43,1604.53,1916.72,2236.83,2506.31,2810.4,3124.31,3455.93,3622.46,3493.42,3398.89,3260.05,3219.29,3742.56,5218.19,6014.76,4931.75,2895.53,1320.26,596.724,396.663,338.574,298.412,283.035,254.708,250.678,299.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,778.39,792.695,897.711,909.117,1055.16,1258.6,1355.11,1532.08,1809.25,2063.38,2313.4,2561.49,2844.42,3135.43,3323.63,3194.4,3114.55,2934.19,2642.81,2528.15,3418.13,4916.94,5497.08,4330.21,2382.06,1048.79,512.198,358.438,303.776,289.77,256.996,231.312,233.031,277.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
