Wavelength (nm),Blank1,F542,F543,F546,F547,F560,F561,F552,F553,F558,F559,F572,F573,F574,F575,F580,F581,F599,F597
736.5,-0.000469,0.000775,0.000005,-0.001312,-0.000204,-0.00139,-0.001527,-0.000213,0.001147,-0.000335,0.002647,0.000808,0.000052,-0.000661,0.002321,-0.002705,-0.00058,-0.003362,0.00078
736,-0.001002,-0.000946,-0.000433,-0.001858,0.001098,0.000452,-0.002102,-0.00121,0.000196,0.000283,-0.000331,0.003176,-0.001536,-0.000066,-0.000605,0.001985,0.000616,0.000409,-0.000993
735.5,0.001233,0.002153,0.000644,-0.001797,0.001197,0.001285,0.000204,0.001557,0.001061,0.000869,-0.001134,0.002986,-0.000125,-0.000763,-0.00288,0.00303,0.001715,0.004444,0.001444
735,0.000487,0.00238,0.001945,0.003238,0.001801,-0.002708,-0.001083,-0.003489,-0.002179,0.001237,0.002348,0.003042,0.001331,0.001271,-0.000138,0.0016,0.000669,-0.002504,-0.001081
734.5,-0.001527,-0.001197,-0.001325,0.00002,0.002273,0.001314,0.001052,-0.002211,-0.001968,-0.000085,-0.00036,0.002937,0.001166,0.000622,0.001991,0.000662,0.000106,0.001433,0.002407
734,-0.001083,0.000872,0.000282,0.001522,0.001962,-0.000333,-0.000212,-0.000613,-0.001107,0.001146,0.00065,0.002247,0.002239,0.00194,0.000685,0.000219,0.000083,-0.001481,0.0006
733.5,-0.001294,0.002846,0.001551,-0.001112,0.000994,0.003582,0.002482,0.00057,0.001279,0.000676,0.001534,0.002752,-0.001479,-0.001046,-0.001748,0.002125,0.00177,-0.002604,-0.002972
733,-0.00025,0.000393,-0.000941,0.000405,0.000258,0.00196,-0.000393,-0.000598,-0.001169,0.000253,0.000192,0.003136,0.000293,0.000798,0.000213,0.00124,0.00089,-0.001322,-0.000438
732.5,0.001243,0.001518,0.000863,0.001987,0.001816,0.003168,0.000688,0.000427,0.001046,0.000865,0.002692,0.001098,-0.001851,0.001528,-0.002208,-0.000013,0.000094,0.000542,0.002873
732,0.001121,0.002592,0.002938,-0.001135,0.000373,0.002325,0.000915,0.001396,-0.000695,-0.00001,-0.000616,0.003205,0.000291,0.000835,0.000897,0.000386,-0.002517,0.000817,0.002148
731.5,-0.004252,-0.00296,-0.001731,0.001139,0.002897,0.001776,0.000742,0.001453,0.000745,-0.000994,-0.001016,0.003316,0.000914,0.00134,0.002135,0.001395,-0.000097,-0.001917,-0.000287
731,0.000981,0.000451,0.00147,-0.001657,-0.00051,0.001723,0.001493,-0.00093,-0.00142,0.001995,0.001226,0.004166,0.002856,0.000919,-0.000477,0.000654,-0.001227,-0.000975,0.00029
730.5,-0.001726,-0.001023,-0.000858,-0.000348,0.000689,0.001661,-0.00097,-0.001487,-0.000523,0.000386,0.00044,0.002198,-0.000524,-0.000882,-0.001785,0.001518,0.000231,-0.000758,0.00004
730,-0.000361,0.001247,-0.002132,-0.001172,-0.000284,0.000307,0.002724,0.001,-0.00083,0.000637,-0.002127,0.000937,-0.001376,0.000641,0.001678,0.000626,0.000354,-0.001727,-0.001603
729.5,0.001825,0.002021,0.001997,0.001847,0.001767,0.001953,0.001233,-0.000067,-0.000517,0.002618,-0.002727,0.000444,0.001865,-0.001437,0.000549,0.002042,0.000663,0.001667,0.002028
729,0.000172,0.000542,-0.001158,0.001425,0.000236,-0.002698,-0.00045,0.002649,0.000689,0.002621,0.00198,-0.000542,0.000136,0.000436,-0.001009,0.001441,-0.000324,0.000414,0.001692
728.5,-0.002147,-0.001602,0.000208,-0.00015,0.00057,0.00028,0.0013,0.000552,0.000347,-0.001238,-0.00053,0.001508,-0.001329,0.000601,-0.00196,0.001098,-0.000537,-0.001312,-0.000305
728,0.001226,0.000533,-0.000317,0.000279,0.001383,0.001619,0.002495,0.000015,0.000839,0.000833,0.000842,0.002493,-0.001917,0.002001,-0.000247,0.00127,0.001906,0.001269,0.00073
727.5,-0.000158,-0.000094,-0.000749,-0.001334,0.000849,0.001577,0.001484,0.000789,-0.001627,0.000786,0.001514,0.002479,0.002589,0.002502,0.001241,0.00171,0.002253,0.000744,0.001262
727,-0.00208,-0.000666,-0.001417,-0.00212,-0.000652,0.000603,0.001921,0.000268,-0.001593,0.000628,0.002128,0.003338,0.000149,-0.000749,-0.002475,0.001622,-0.000533,-0.000308,-0.000637
726.5,0.002058,0.000972,-0.000448,-0.000652,0.00029,0.001491,0.001186,0.000637,-0.001657,0.000754,0.000556,0.001025,0.001184,0.000396,-0.000131,-0.000725,-0.000547,0.002067,0.001553
726,0.000014,-0.001343,0.000036,-0.000705,0.000794,0.000003,0.00412,-0.000189,-0.002385,-0.001356,-0.000433,0.00089,-0.002722,0.002339,0.00124,0.001759,-0.000244,0.000158,0.000388
725.5,0.000482,-0.000189,-0.000345,0.000389,0.000497,-0.000836,0.001912,-0.000451,-0.000718,0.001392,0.000564,0.001097,0.001317,-0.000261,-0.000988,0.001633,-0.000506,-0.000017,-0.000242
725,0.002644,-0.001501,0.000832,-0.000231,0.001007,0.002689,0.002801,-0.002256,-0.000246,0.001841,0.001123,0.002327,0.00053,-0.001463,-0.0001,0.002416,0.002721,-0.001586,-0.000383
724.5,-0.001734,-0.002137,-0.002235,-0.0007,0.002013,0.000857,0.003004,-0.001217,-0.000752,-0.000701,-0.001124,0.001284,-0.000252,-0.001076,-0.000545,0.000765,0.002424,-0.0026,-0.000296
724,-0.000106,-0.001596,-0.00361,0.002212,0.002491,0.0027,0.002941,-0.000825,-0.000447,-0.000424,-0.000953,0.004244,0.00036,0.000641,0.001811,0.003309,-0.000038,-0.000514,0.000123
723.5,-0.000664,0.002117,0.0004,-0.000841,0.000229,0.000156,0.000702,0.001013,0.000427,0.000836,-0.000131,0.003778,0.002275,0.001116,0.002384,0.001298,-0.000565,-0.001985,0.001677
723,-0.002092,-0.001531,0.000938,0.001963,0.001033,-0.000368,0.000133,-0.001479,-0.001525,0.00111,0.000513,0.003473,0.002066,0.000409,0.001723,0.001041,-0.000046,0.000353,-0.001845
722.5,-0.001876,0.000934,-0.001013,0.000147,0.001254,0.000257,-0.000302,-0.000539,0.0001,0.000962,-0.001469,0.000932,0.001516,0.000381,0.000794,0.003535,0.001412,-0.000919,-0.000423
722,0.002706,0.000864,0.001678,-0.001426,0.003565,0.000423,-0.000292,0.002569,0.002383,0.001381,0.002355,0.002391,0.001234,0.000796,0.000074,-0.000146,0.001429,-0.00021,0.000987
721.5,0.000274,-0.000574,0.000231,-0.001058,0.000588,0.000557,0.001617,0.001297,-0.001287,0.000892,0.000328,0.003701,0.001133,-0.00072,0.000009,0.000454,-0.00091,0.002498,-0.0003
721,-0.000945,-0.00046,0.000506,0.001484,0.000907,-0.000218,-0.001348,-0.001936,-0.000657,-0.000659,-0.000219,-0.000574,-0.002925,-0.000383,0.000361,0.001127,0.000825,-0.000366,-0.002548
720.5,0.002643,0.00334,0.001065,0.000384,0.000293,0.00164,0.001129,-0.000542,0.000923,0.00144,0.001984,0.001649,0.001223,-0.002803,0.000321,0.000641,-0.001129,-0.001335,-0.002746
720,0.000146,-0.001327,0.000502,-0.001423,0.001492,0.000503,0.000905,-0.001766,-0.002628,0.000226,0.001413,0.002267,0.000857,-0.000684,0.001139,0.001198,-0.00079,0.000505,-0.000247
719.5,-0.000124,0.001013,0.001144,-0.001005,-0.000792,-0.000475,-0.000174,-0.00002,0.000132,0.000522,0.001049,0.000154,0.00116,0.000594,0.000513,0.000171,-0.001612,-0.002671,-0.00188
719,-0.000108,-0.00004,0.000588,-0.00298,0.000302,-0.000333,-0.000256,0.001932,0.000864,-0.001734,0.000338,0.001494,0.000203,0.00045,0.002451,0.002225,-0.00012,0.000083,0.000591
718.5,0.000988,0.000784,-0.000888,-0.000683,-0.000109,-0.001071,0.000552,-0.001999,-0.001124,0.000016,-0.000721,0.00036,0.000824,-0.000706,0.001958,0.000925,0.001855,-0.001969,-0.00053
718,-0.001285,0.000041,-0.001565,-0.001302,0.000926,0.002518,0.002415,0.000978,0.001476,-0.002721,-0.001537,0.00173,-0.00003,-0.000331,0.000158,0.001493,0.002618,0.000161,0.000075
717.5,0.000198,-0.00112,-0.000988,-0.000672,-0.000483,0.003522,0.001386,-0.003517,-0.000686,0.000776,-0.001116,0.000216,-0.001397,0.000266,0.001498,-0.001487,0.000416,0.002013,0.001595
717,-0.00055,0.002239,0.000519,-0.000174,0.000081,-0.0003,-0.001786,-0.002644,-0.000469,0.000834,0.000228,0.001712,-0.000448,0.001524,0.002176,0.001232,0.000543,-0.000445,0.002658
716.5,0.000644,0.00123,0.000979,0.000517,0.001747,0.001104,0.001719,-0.000532,-0.000028,0.000293,0.001643,0.000578,-0.000452,-0.000058,-0.001204,0.00122,-0.000827,-0.000106,0.000445
716,0.00207,0.000222,0.000684,0.001951,0.002067,-0.000253,0.00144,-0.001274,-0.002563,0.00012,-0.001489,0.000855,-0.000409,0.001145,0.001581,0.002513,0.001714,-0.000571,0.00114
715.5,0.002057,0.001234,0.003049,-0.000707,-0.000667,0.00041,0.00036,-0.001614,-0.000318,-0.001386,-0.002237,0.001937,0.000971,-0.001796,-0.001102,0.002075,0.000246,0.000002,-0.002425
715,0.00048,0.000397,0.000895,-0.000906,0.001373,0.001474,0.001006,-0.000033,0.00079,-0.000457,-0.000548,0.000724,-0.000006,-0.000904,-0.001121,0.000315,0.000105,-0.001116,-0.000759
714.5,0.001659,-0.000287,-0.000266,0.001759,0.001561,0.001654,0.000729,-0.000458,-0.000461,0.00041,0.000773,0.002723,0.00001,-0.00095,-0.000977,0.00115,-0.001288,-0.000468,0.002408
714,0.00012,0.00038,-0.001252,0.001256,0.002526,0.001697,-0.000443,-0.00175,-0.002377,-0.000536,-0.001258,0.002922,0.000517,-0.000599,0.000281,0.00128,0.000573,0.000297,0.001335
713.5,0.000037,0.000319,-0.000082,0.000769,0.00098,0.001325,0.000375,0.000749,-0.000609,-0.001744,-0.002039,0.004784,0.000256,0.000327,-0.000656,0.001914,-0.000302,-0.001126,0.000434
713,0.000642,0.000912,0.000409,0.000531,0.000816,0.000275,-0.002921,0.000829,-0.001046,-0.000384,0.000191,0.00236,-0.000331,0.001143,0.002675,0.001334,0.000239,-0.000022,-0.000079
712.5,0.000511,0.001298,0.001201,0.001993,0.000977,-0.000448,-0.000973,-0.001361,-0.001184,-0.000701,-0.001142,-0.001201,0.000425,0.000817,0.000529,0.002482,0.001182,-0.000473,0.00147
712,0.00115,-0.000842,-0.001782,-0.00118,0.000048,0.002264,0.0006,-0.000377,-0.000522,-0.00073,-0.001227,0.001258,-0.001984,0.000854,-0.001096,0.001449,0.002212,-0.001468,-0.000239
711.5,0.000115,-0.001441,0.000932,0.001787,0.002369,0.000306,0.000962,-0.002427,-0.002187,-0.000239,0.000651,0.002336,0.001408,-0.001698,-0.000917,0.001846,0.000948,-0.002531,0.000071
711,-0.000281,0.000729,0.000128,0.001554,0.00117,-0.000636,0.00082,-0.002336,-0.003766,0.000223,0.001544,0.001485,0.000078,-0.000694,0.000067,0.002109,0.000961,-0.000449,0.001433
710.5,-0.001049,0.002652,-0.001536,-0.000426,-0.001199,0.000795,0.000501,-0.000158,-0.000875,-0.002219,0.00061,0.002368,0.002715,0.001803,0.000597,-0.000355,0.000572,0.001074,0.001193
710,-0.000385,0.000183,-0.002908,0.000752,-0.000292,0.002185,0.00249,0.001082,0.000465,0.000691,0.00064,0.002031,0.001884,0.000986,-0.000757,0.002173,0.001864,0.000054,-0.000759
709.5,-0.001069,-0.000411,-0.001233,-0.0005,-0.001377,0.002754,0.001165,-0.000877,-0.001858,-0.000188,0.000003,0.001253,-0.00083,0.000401,-0.000012,0.0013,-0.00058,0.000533,0.000419
709,0.000828,-0.001107,-0.001589,-0.000239,-0.001464,0.001072,0.001558,0.000857,0.0011,0.000064,-0.001091,0.004087,-0.000968,-0.00002,0.002581,0.000288,-0.001443,0.000134,0.001575
708.5,0.001588,0.000304,-0.000078,0.000445,0.000582,0.000935,0.001688,0.000603,0.000162,0.00168,0.00193,-0.000044,-0.000475,0.00138,0.000639,-0.002232,-0.000429,-0.000309,-0.001051
708,-0.002093,0.000657,-0.001905,-0.002785,-0.002042,0.001047,0.000511,-0.002575,-0.002565,0.000783,0.000521,0.002844,0.000347,0.002061,0.002947,0.001699,-0.000913,-0.001244,-0.000239
707.5,0.000422,0.000466,-0.001356,-0.003611,-0.00111,0.00307,0.001578,0.000777,-0.000718,0.001849,0.000137,0.000325,-0.001545,-0.000621,-0.001628,0.000023,-0.000379,-0.000127,0.001525
707,-0.000801,0.000976,-0.002921,-0.001579,-0.00021,0.001981,0.00079,0.000149,-0.002496,0.000851,0.000461,0.001073,0.000011,-0.000888,0.002083,0.000487,-0.002003,-0.001458,-0.000578
706.5,0.000065,-0.000944,-0.00279,0.000445,0.002054,-0.000253,0.001102,-0.002812,-0.00233,0.000817,0.001096,0.002408,0.002597,-0.001003,-0.00255,0.001538,-0.000081,0.000744,0.001456
706,0.001568,0.002855,0.00184,-0.000343,-0.001246,0.002617,0.002147,-0.000186,-0.00041,0.000062,0.001473,0.001564,-0.000775,-0.000005,0.000193,0.000241,-0.000666,-0.000031,0.000207
705.5,0.000351,0.001254,-0.000267,0.001275,0.00345,0.004194,0.002121,0.001224,-0.001595,0.000942,0.001953,0.000697,-0.001272,0.001209,0.001047,0.000592,-0.000624,-0.00317,-0.001165
705,-0.000226,0.000172,-0.000895,0.001846,0.00107,0.000169,0.001057,0.001803,0.001095,0.002191,0.001618,0.000653,0.000361,-0.000133,0.000105,-0.000108,-0.000924,0.000515,0.001709
704.5,0.000303,0.000064,-0.000036,0.002333,0.001729,0.001458,0.000262,0.000477,-0.000051,0.000694,0.000816,0.000994,0.000548,-0.000825,-0.00105,0.000848,0.000929,0.000487,0.002017
704,-0.000583,0.001072,0.00207,-0.001438,0.001103,-0.000276,-0.000248,0.000752,-0.000065,0.000527,0.001789,0.002774,0.000494,0.001727,0.001398,0.002745,0.002232,0.000186,0.002963
703.5,-0.00066,0.000214,-0.001195,0.000965,0.001398,0.001482,-0.000056,-0.001005,0.00084,0.000017,0.000722,0.002153,-0.000691,-0.000469,0.000071,0.000701,-0.000217,-0.001276,0.000748
703,-0.00006,0,-0.000674,-0.000688,-0.000243,-0.000177,-0.000199,0.001125,0.000167,0.001356,0.00103,0.004109,0.001972,0.000433,0.001079,0.0006,0.000251,0.000718,0.000764
702.5,0.00242,0.00123,0.000585,-0.001625,-0.000269,-0.000457,0.000248,-0.000389,-0.001006,0.000308,0.000707,0.001108,-0.001026,-0.000343,-0.000495,0.000961,-0.000523,0.00251,0.001649
702,0.000888,0.000651,0.000549,-0.000797,0.001101,0.002695,0.0007,-0.001827,-0.003372,0.000954,0.000902,0.002195,0.001018,0.000986,0.002663,0.002559,0.000719,0.00004,0.002209
701.5,0.000406,-0.000975,-0.000556,-0.000114,0.000592,0.000218,0.000401,0.000286,-0.002188,0.001038,0.001192,0.001808,-0.002117,-0.001006,-0.001227,0.00024,-0.000029,0.000702,0.0016
701,-0.00047,-0.001196,-0.000688,0.00055,0.001824,0.002866,0.001563,0.00158,0.000651,0.00127,0.000921,0.000121,0.0005,0.000442,0.000308,-0.000406,-0.000904,-0.000492,-0.00146
700.5,-0.000099,-0.000124,-0.001227,0.00089,0.001452,0.000691,0.000588,0.000397,-0.000238,0.001265,0.00032,0.00101,0.001245,0.000712,0.000098,0.00191,0.001265,-0.000344,0.000734
700,0.000653,0.001226,0.000333,0.00033,0.000661,-0.000203,-0.000372,-0.000561,-0.001742,-0.000459,0.000917,0.001293,0.000805,-0.000814,0.001066,0.000214,-0.001034,-0.002392,-0.00001
699.5,-0.001267,-0.00097,-0.001153,-0.000073,0.000205,0.002785,0.00114,-0.00017,-0.00017,-0.000847,0.000324,0.000299,-0.001009,0.00031,0.000096,0.000505,-0.000618,-0.000279,0.000342
699,-0.000511,0.000191,-0.000855,0.000407,0.00015,0.001669,0.000247,0.000623,0.000706,0.00084,0.000517,-0.000045,-0.001616,-0.000302,0.000478,0.000832,-0.000344,0.000253,0.000918
698.5,0.001581,0.000188,0.00047,0.000029,0.001112,0.001538,0.000889,0.000138,-0.000971,-0.000022,0.00117,0.001779,0.000204,-0.000691,-0.000209,-0.000478,-0.000372,0.001261,0.001077
698,0.000719,0.00014,-0.000369,0.00102,0.000987,0.001914,0.000657,-0.000209,0.000953,-0.000641,-0.000924,0.001137,-0.000145,0.00059,0.00057,0.000718,-0.000653,0.000024,0.000196
697.5,0.000305,0.000174,-0.000139,0.000208,0.000934,0.00087,-0.000006,-0.000625,-0.002005,0.000806,0.000646,0.002093,-0.000595,0.000128,-0.000471,0.001661,0.00042,0.001465,0.00166
697,-0.00011,0.000475,-0.000616,0.000548,0.000321,0.001341,0.00147,0.000196,0.000325,-0.001098,-0.000692,0.003077,-0.000341,0.00078,-0.000375,0.00013,0.000085,0.000555,0.000328
696.5,-0.002052,-0.000499,-0.001265,0.001686,0.002203,0.001437,0.000569,0.000958,0.000749,-0.00009,0.001025,0.001678,0.000185,0.002356,0.000488,0.000936,0.000653,-0.000669,-0.001541
696,0.001225,0.001727,0.000615,-0.000592,0.000973,0.000574,-0.000723,0.00022,0.000702,-0.000166,-0.000576,0.002147,0.000293,-0.000543,0.000506,0.001682,-0.000209,-0.000722,0.001364
695.5,-0.001426,-0.001088,-0.001588,-0.000804,0.000028,0.000209,0.000397,-0.000394,-0.001375,0.000717,0.00124,0.001112,0.000466,0.000193,0.000218,0.000702,0.00122,0.001201,0.001578
695,0.001676,0.00168,-0.000155,-0.000172,0.001194,-0.000105,-0.001581,-0.00054,-0.001021,0.000358,-0.000203,0.00101,-0.000111,0.000195,0.000652,0.001166,0.000762,0.000454,0.000507
694.5,0.000473,0.000066,0.000551,0.000038,-0.001822,0.0024,0.001461,-0.000321,0.000043,-0.001605,-0.000888,0.001926,-0.000739,-0.000016,-0.000917,0.000764,0.000776,0.000056,0.000694
694,0.000095,-0.0001,-0.00046,0.000112,0.001049,-0.000212,-0.000758,-0.001168,-0.000048,-0.000466,-0.000734,0.001118,0.000262,-0.000334,0.001637,0.001179,0.001621,0.001017,0.001707
693.5,-0.000278,0.000248,-0.00032,-0.001044,-0.000608,0.000148,0.000984,-0.00068,-0.000386,-0.001309,-0.000414,0.000948,-0.001217,-0.000006,0.000292,0.002523,0.000891,-0.002369,-0.000893
693,-0.000809,-0.002012,-0.001021,-0.002024,-0.000539,0.001531,0.001575,0.000101,-0.000444,0.001546,0.00109,0.001995,0.000496,0.00033,-0.000082,0.001149,-0.000738,-0.000328,0.000049
692.5,0.000695,0.000662,-0.000897,-0.00064,0.0001,0.00036,-0.001513,0.001115,0.000342,-0.001222,-0.001366,0.003041,0.002256,0.000233,0.000344,0.00131,0.001355,0.000064,-0.001063
692,0.00047,-0.000618,-0.000139,0.000353,0.000404,0.0024,0.002208,-0.001132,-0.001237,0.000706,0.000406,0.00312,0.000637,-0.000314,0.000738,0.00032,-0.000262,-0.000153,0.001275
691.5,-0.000586,-0.002292,-0.002044,-0.00017,0.000139,0.001083,0.002048,-0.000037,0.000105,-0.000842,-0.00052,0.00037,-0.00097,0.000223,0.001207,-0.000228,0.000105,0.000902,0.001041
691,0.00071,0.00075,0.000115,0.000646,0.000868,0.001329,0.000552,-0.001029,-0.000681,-0.000027,-0.0004,0.001155,-0.000614,0.000914,0.000997,0.001111,-0.000752,-0.000794,-0.001237
690.5,0.001344,0.001989,0.000407,0.000505,0.000337,0.000403,0.00121,0.000345,0.000954,0.002058,0.001253,0.002104,-0.000592,0.001528,0.001511,0.001278,-0.00049,0.000247,0.00005
690,0.00139,0.00047,0.000452,-0.000728,0.000978,0.002798,0.001228,-0.000607,0.000343,0.000741,0.00025,0.001001,0.000082,0.000609,0.001335,-0.00082,-0.001032,-0.000749,0.000731
689.5,0.001049,0.001329,0.000175,0.000088,0.001181,0.000326,0.000989,-0.000597,-0.000122,-0.000217,-0.000532,0.001633,-0.000733,-0.000089,0.000021,0.001307,0.000593,0.000558,0.001249
689,0.000798,0.000294,-0.00041,-0.000094,0.000746,0.001043,0.000247,-0.001073,-0.000449,-0.000061,0.000096,0.001472,-0.00044,-0.000009,-0.000527,0.001077,0.000135,-0.00165,-0.001637
688.5,0.001052,0.002167,0.001625,-0.000002,0.000414,0.001664,0.000214,-0.000673,-0.000697,0.000646,0.000017,0.002209,-0.001041,0.000523,0.000344,0.001287,0.001011,-0.000348,0.000544
688,-0.000384,0.000636,-0.000447,0.000312,0.000949,0.000485,-0.000063,-0.000245,-0.000458,-0.000142,0.000022,0.001927,-0.000394,-0.000349,0.000428,0.000645,0.000448,0.000611,0.001099
687.5,-0.000217,-0.000394,-0.00126,0.000245,0.00085,0.000225,0.001048,0.00174,0.002213,-0.000578,0.000231,0.002665,0.000015,-0.000248,-0.000742,0.001132,0.000092,-0.001483,-0.000952
687,0.000537,0.000796,0.000008,0.000042,0.000886,0.001884,0.001357,0.00064,-0.000563,-0.000721,0.000505,0.002404,0.001609,0.000031,0.000268,0.002296,0.000728,0.001355,0.000305
686.5,-0.000883,-0.000667,-0.000579,0.000423,0.001043,0.002779,0.001878,0.000096,-0.000888,-0.000668,-0.001531,0.001949,0.000386,-0.000437,-0.000473,0.002144,0.001737,0.000621,0.000607
686,-0.000362,-0.001125,-0.000603,0.000347,0.000789,0.001205,0.001315,0.000488,-0.000072,-0.000694,-0.001092,0.000982,-0.000197,-0.000168,0.00018,0.002045,0.001281,0.000297,0.000875
685.5,0.0004,-0.000438,-0.000422,0.000375,0.000513,0.000781,0.000222,0.000576,-0.00059,0.000161,0.000226,0.001518,-0.000419,-0.000053,-0.000136,0.00132,-0.000143,0.000784,0.000558
685,0.000465,0.000471,0.000443,0.000289,0.001803,0.001146,0.000375,-0.000635,0.000324,0.00071,0.001374,0.002115,-0.000329,-0.000356,0.000105,0.001301,-0.000353,0.000546,0.000779
684.5,0.000275,0.000131,-0.000182,-0.000076,0.001454,-0.000321,-0.000163,-0.001158,-0.000257,-0.001095,0.000082,0.001255,-0.000751,0.000196,0.000738,0.00056,-0.000243,0.000145,0.000378
684,-0.000273,-0.000144,-0.000164,0.000699,0.00154,0.001161,0.001152,0.000926,0.000646,-0.000627,0.000231,0.002092,0.000562,0.000867,0.00127,0.001043,0.000331,-0.00055,0.00016
683.5,0.000176,-0.000337,-0.000352,0.0004,0.001834,0.002317,0.002174,0.000589,0.00142,-0.000172,0.000802,0.002807,0.00109,0.001152,0.000598,0.002208,-0.000474,0.000048,-0.000504
683,-0.000174,-0.000161,-0.001138,-0.000062,0.000577,0.000005,0.000531,0.000827,0.000261,-0.000723,-0.001161,0.001113,0.000283,-0.00007,0.000049,0.000924,0.000107,0.000344,0.001885
682.5,0.000965,0.001456,0.000826,0.000778,0.001386,0.001437,0.000534,-0.000327,0.000778,-0.000162,-0.000382,0.002383,0.000924,0.001012,0.000343,0.001436,0.001356,0.000019,0.000333
682,0.000124,0.000372,0.000065,0.000661,0.000672,0.001373,0.001181,-0.00044,-0.000235,0.000297,0.000935,0.002235,0.000094,0.000561,0.00144,0.001974,0.001758,0.000219,0.001085
681.5,0.000776,-0.000572,-0.000421,-0.000987,-0.000822,0.000657,0.000583,0.000412,-0.000952,0.000389,-0.000194,0.002366,-0.000588,-0.000959,-0.000741,0.001167,-0.000059,-0.001216,-0.000695
681,0.000869,0.001238,0.000647,0.000678,0.000227,0.000668,0.000054,-0.000327,0.000272,0.000145,0.000192,0.001796,0.000134,-0.00086,-0.000749,0.000311,-0.000083,0.000304,0.000898
680.5,-0.000619,-0.000532,-0.001134,0.000721,0.001145,0.001262,0.001023,-0.000446,-0.00147,0.001239,0.000544,0.001199,-0.000661,0.000225,0.000664,0.001209,0.000483,-0.000236,0.000777
680,-0.000978,0,-0.000408,0.00053,0.001378,0.001261,0.000141,-0.000807,-0.000438,-0.00017,-0.000373,0.001147,-0.001391,0.000464,0.000091,0.001167,0.000291,-0.000194,-0.000118
679.5,-0.000454,0.000417,-0.000882,-0.000059,0.000023,0.001285,0.000645,0.000335,-0.000762,-0.001564,-0.001374,0.002332,0.000232,-0.000029,-0.000021,0.000194,-0.000282,0.000017,0.000421
679,-0.000229,-0.000635,-0.000845,-0.000737,-0.000292,0.00116,0.001379,0.000263,0.000684,0.000226,0.000016,0.002302,-0.000274,0.000405,0.000123,0.000286,0.00032,-0.000597,0.000437
678.5,-0.001391,-0.000301,-0.000928,0.000814,0.001208,0.001415,0.000733,-0.000704,-0.000716,0.000026,-0.000125,0.001375,-0.000087,0.000362,-0.000101,0.000969,0.000039,0.000914,0.001348
678,0.000439,0.000378,0.000374,0.000579,0.000376,0.001713,0.000173,-0.000882,0.000237,0.000063,0.000217,0.002311,0.000354,-0.000629,-0.000738,0.000752,0.001031,-0.000068,0.000614
677.5,0.000103,0.001489,-0.000639,-0.000199,0.00093,0.000617,0.000225,-0.00043,0.000577,-0.00073,-0.000367,0.001442,-0.000487,-0.000224,0.00025,0.000722,0.000581,-0.000828,0.000419
677,-0.000696,0.000224,-0.000491,0.000346,0.001312,0.000551,0.000283,-0.000134,0.000052,-0.000124,-0.000412,0.00122,0.000535,0.000117,0.000167,0.000342,0.000288,-0.000671,-0.00023
676.5,-0.001597,-0.000293,-0.001458,-0.000238,0.000475,0.001333,0.001518,0.000283,-0.000224,-0.000378,-0.000364,0.001387,0.000118,-0.00003,0.000816,0.000866,0.000446,-0.000107,0.000436
