TITLE,Blank3
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,2024/10/23
TIME,15:15:40
SPECTROMETER/DATA SYSTEM,JASCO Corp., FP-8350, Rev. 1.00
DELTAX,2
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  300.0000
LASTX,  560.0000
NPOINTS,     131
FIRSTY,    46.56778
MAXY,    46.56778
MINY,     0.00000
XYDATA
,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450
300,46.5678,39.1018,32.9998,44.9323,40.4307,42.133,44.0974,48.7429,45.1217,61.9867,79.7724,130.46,317.875,1152.28,3090.8,5419.33,5900.32,3908.91,1655.85,547.143,231.715,205.515,191.809,192.632,193.699,254.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,45.6911,28.796,32.0548,43.1582,46.7094,51.4124,53.8854,43.4526,47.5213,53.4308,62.4253,93.7371,170.036,457.006,1528.49,3702.23,5716.65,5399.12,3218.57,1309.8,411.979,212.875,186.522,180.95,176.883,185.776,228.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,38.043,30.0289,36.9434,31.7107,42.9376,49.8156,55.6744,42.358,49.7167,40.5956,58.1548,70.5682,110.616,205.065,570.35,1844.4,4145.09,5731.85,4949.15,2778.44,1013.63,325.075,174.519,165.679,161.361,162.431,171.468,215.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,31.7783,39.4946,27.8162,32.3633,37.8374,48.0374,48.0552,54.3828,51.9288,40.5597,56.5987,63.284,92.8825,136.587,255.056,723.156,2199.82,4415.62,5635.27,4520.21,2381.25,850.211,267.721,151.673,147.527,146.995,147.148,158.772,209.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,35.0225,35.8455,21.1114,31.2908,35.3683,50.2317,45.7056,63.5946,58.0363,50.7536,53.9922,62.5244,80.7017,91.6612,146.951,285.048,922.642,2554.75,4718.21,5424.88,4059.43,1962.31,654.499,218.02,140.531,128.698,136.32,138.033,156.62,215.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,34.007,32.478,24.6526,27.3094,40.0356,52.003,44.9267,51.409,64.4597,54.7935,48.3248,59.2842,73.6415,81.2327,107.767,163.345,347.072,1077.72,2899.14,4819.22,5169.77,3581.11,1622.77,545.271,181.56,116.967,123.858,132.518,134.208,156.936,207.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,27.2304,42.8313,27.179,17.8062,29.7678,43.3369,38.706,46.7332,63.3667,59.3915,53.2979,51.176,72.6804,79.0509,99.5714,122.66,172.075,403.425,1349.47,3154.66,4932.68,4828.28,3046.39,1327.59,400.57,155.534,118.829,121.724,129.01,133.69,147.54,193.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,28.6894,40.0899,23.7016,14.5292,26.0793,38.2662,31.695,44.297,63.4529,59.1306,60.9774,54.8305,68.9271,71.4281,87.6836,100.457,118.421,194.247,516.862,1543.75,3492.55,4859.78,4368.48,2617.4,1015.52,321.714,130.647,106.504,117.904,122.41,127.237,145.107,192.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,33.8753,27.6959,20.5664,15.9894,26.8168,28.6436,26.6883,38.7187,58.259,57.6249,55.2058,57.6006,58.3029,73.0254,81.8766,88.514,100.446,134.649,211.81,598.479,1803.21,3647.1,4690.13,3929.58,2150.63,811.572,241.346,113.557,107.217,113.806,113.237,127.778,134.479,170.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,36.8799,30.592,21.7192,16.1082,25.9183,24.9806,25.4648,36.3577,50.067,53.616,48.2056,67.7935,58.1965,68.7625,75.6506,75.2835,89.3411,102.349,125.738,237.793,688.314,1981.39,3719.72,4456.78,3471.23,1789.68,600.712,194.01,100.911,98.0306,105.819,109.234,108.821,121.578,159.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,33.1327,38.8595,18.4156,17.0116,19.6967,28.1943,26.9694,32.7364,36.5153,43.5318,41.4162,72.0043,55.5994,62.7616,68.6819,73.3752,78.6532,84.047,99.1324,138.547,256.554,814.255,2167.6,3747.6,4142.74,2969.07,1379.56,497.275,138.265,91.1495,88.7143,94.7141,96.3505,102.048,115.125,159.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,30.2143,39.0529,18.5902,21.2756,20.8163,27.9214,25.3636,32.3188,27.4278,34.1997,40.9976,66.2418,50.3906,67.8903,71.461,76.1365,76.3347,73.984,90.2888,102.291,144.176,295.185,958.954,2308.51,3691.18,3728.55,2465.49,1159.87,326.591,111.626,75.6857,83.826,86.838,94.7312,100.151,116.129,148.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,29.3968,29.0147,17.364,20.5808,24.8372,29.6303,28.4847,34.4577,29.6636,37.0844,39.6814,60.1332,51.5364,67.1511,73.968,68.754,79.2539,78.8624,81.628,81.1297,98.5663,134.997,349.464,1068.54,2467.11,3582.85,3334.61,2133.22,805.303,236.5,87.3754,71.4565,81.528,84.8793,87.3557,92.7363,102.579,143.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,30.3528,19.1189,9.49065,18.8231,18.6542,37.225,28.7996,35.6907,30.349,34.3975,41.1175,52.5208,56.8555,62.6342,73.5943,59.5952,74.4354,71.7289,70.6847,67.9131,83.7098,86.3644,154.77,399.115,1239.78,2570.11,3372.87,2988.65,1608.45,618.516,178.957,74.9023,74.0323,72.8767,79.3469,84.3972,82.0465,98.9573,127.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,25.0906,20.5259,9.63635,19.2066,23.0783,32.6151,21.2722,34.2926,31.9017,28.7959,41.7904,44.2968,53.7417,58.9168,68.5948,61.5524,62.4287,67.5792,65.3855,64.8643,69.1058,70.2815,98.9622,161.091,471.591,1323.39,2535.5,3146.81,2477.15,1335.62,492.844,147.434,72.5481,66.3381,69.4416,77.6326,72.2572,81.3625,86.5352,124.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,23.4742,24.1781,9.56026,18.8682,26.7834,30.7471,20.5534,32.5367,28.8345,27.7989,33.5742,36.128,39.9506,54.294,64.6477,62.2701,58.1014,60.5779,61.6012,60.2095,58.6837,58.9612,75.7375,95.1127,183.177,537.417,1482.85,2483.86,2886.79,2133.49,1069.34,368.4,111.917,63.5894,63.2723,69.11,67.5684,71.5898,70.332,90.2139,116.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,38.946,17.5013,10.7028,17.021,21.9958,31.8298,17.789,22.806,21.5099,24.5733,30.259,30.2437,35.1142,47.203,51.1525,58.9471,59.0468,55.5429,56.9646,56.0766,48.8835,48.566,56.4488,63.1162,91.451,194.103,638.535,1470.05,2544.38,2645.71,1815.7,832.988,277.615,87.5843,57.1126,62.4192,61.8017,67.6954,67.8816,73.0914,80.6494,114.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,37.4828,11.9783,24.4834,19.2353,20.4299,20.1547,25.1774,16.9662,18.7566,22.2572,27.8619,30.5438,36.4434,40.3391,40.4181,53.1385,53.9081,55.2748,56.9901,51.9954,46.988,43.625,45.3606,41.9229,61.7911,94.1086,231.946,682.065,1688.7,2509.98,2387.27,1489.9,642.573,195.885,71.4377,54.7722,57.546,63.1946,65.4701,65.9189,64.8962,75.9949,104.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,20.9306,19.3234,24.1891,19.3977,20.3056,18.2314,19.2638,14.2817,20.6318,26.4612,23.5003,29.5745,35.4998,38.9545,36.6927,40.3975,55.8214,53.4863,53.5236,47.5691,49.9045,42.5757,43.8207,40.0879,40.5262,58.5247,103.727,256.97,850.11,1797.25,2410.6,2085.45,1232.3,480.332,141.558,56.4723,49.226,56.8509,60.2785,64.1221,60.3839,61.0288,68.8081,99.6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
